lactkey,Farm,Breed,CalveDate,CalveMonth,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
515977,B, H, 2006-12-07,12, 1, 41.9, 32.3, -0.5, 0.0014, 10, 6.1, 9779, 79.3, 35.98, 7, 15.9, 34, 36.8, 69, 31.8, 98, 40, 126, 31.8, 153, 42.7, 188, 39, 216, 34.5, 251, 26.3, 279, 19.1 
515979,B, H, 2006-12-13,12, 1, 43.2, 30.8, -0.5, 0.0017, 10, 4.1, 9633, 70.5, 36.42, 28, 35, 63, 32.7, 92, 39.5, 120, 27.2, 147, 39, 182, 36.3, 210, 32.7, 245, 26.3, 273, 22.7, 302, 26.3 
515987,B, H, 2007-01-02,1, 1, 38.6, 32.8, -0.5, 0.0012, 10, 4.9, 9174, 83.1, 33.45, 8, 19.5, 43, 33.1, 72, 29.5, 100, 30, 127, 37.2, 162, 41.8, 190, 34, 225, 27.7, 253, 20.9, 282, 25.4 
515989,B, H, 2006-12-24,12, 1, 47, 33.4, -0.5, 0.0025, 10, 6.1, 9314, 62.2, 37.17, 17, 30.4, 52, 33.6, 81, 30, 109, 43.1, 136, 41.8, 171, 35.9, 199, 32.2, 234, 24.5, 262, 14.1, 291, 18.2 
515990,B, H, 2006-12-24,12, 1, 41.6, 32.9, -0.5, 0.0017, 10, 5, 9301, 74.1, 34.91, 17, 21.8, 52, 34.5, 81, 41.8, 109, 28.6, 136, 40.9, 171, 34.5, 199, 31.3, 234, 21.8, 262, 23.6, 291, 26.8 
515991,B, H, 2007-01-01,1, 1, 38.8, 31.8, -0.5, 0.001, 10, 3.6, 9552, 87.5, 34.36, 9, 25.4, 44, 30.9, 73, 34.5, 101, 30.4, 128, 34, 163, 38.6, 191, 37.2, 226, 27.7, 254, 24.1, 283, 30.9 
515998,B, H, 2006-12-15,12, 1, 53, 28, -0.5, 0.0023, 10, 3.7, 10920, 58.7, 43.53, 26, 44, 61, 41.8, 90, 42.7, 118, 34.5, 145, 36.8, 180, 41.8, 208, 32.7, 243, 34, 271, 23.6, 300, 26.3 
516001,B, H, 2007-01-01,1, 1, 41.6, 26.1, -0.5, 0.0022, 9, 4.8, 8748, 57.8, 34.71, 44, 35, 73, 40.4, 101, 28.1, 128, 38.1, 163, 35.4, 191, 25, 226, 20.4, 254, 18.6, 283, 24.5 ,,
516004,B, H, 2006-12-24,12, 1, 40.8, 32.4, -0.5, 0.0022, 10, 5.7, 8436, 64.8, 33.03, 17, 32.7, 52, 20.9, 81, 39, 109, 30.9, 136, 30.9, 171, 27.7, 199, 33.1, 234, 28.1, 262, 17.7, 291, 15.9 
516005,B, H, 2006-12-26,12, 1, 38.3, 24.8, -0.5, 0.0014, 10, 6, 9035, 66.5, 33.72, 15, 39, 50, 31.8, 79, 33.1, 107, 27.2, 134, 39, 169, 35.9, 197, 33.6, 232, 25.9, 260, 18.2, 289, 28.1 
516014,B, H, 2007-01-04,1, 1, 42.4, 34.3, -0.5, 0.001, 10, 3.5, 10486, 94.2, 37.5, 6, 23.2, 41, 27.7, 70, 41.8, 98, 36.8, 125, 40, 160, 40, 188, 34, 223, 32.2, 251, 29.5, 280, 35 
516139,C, H, 2005-08-05,8, 2, 57.3, 24.4, -0.8, 0.0028, 9, 5, 11048, 49.3, 46.61, 40, 43.1, 68, 44, 96, 44.9, 131, 41.8, 159, 40, 194, 42.2, 223, 28.6, 250, 18.2, 279, 25.4 ,,
516162,C, H, 2005-07-06,7, 2, 47.9, 21.2, -0.8, 0.0012, 9, 5.9, 11745, 63.1, 43.35, 7, 37.2, 70, 41.3, 98, 32.7, 126, 44, 161, 48.1, 189, 30, 224, 39.5, 253, 39, 280, 33.6 ,,
516181,C, H, 2005-07-17,7, 2, 45.3, 26.1, -0.8, 0.0012, 9, 4.7, 11043, 73, 40.4, 59, 36.8, 87, 33.6, 115, 37.7, 150, 41.8, 178, 27.7, 213, 39.5, 242, 35.4, 269, 38.1, 298, 30.4 ,,
516186,C, H, 2005-07-27,7, 2, 35.2, 23, -0.8, 0.0015, 9, 4.9, 8226, 61.4, 31.07, 49, 34, 77, 21.8, 105, 29.1, 140, 32.7, 168, 32.2, 203, 29.5, 232, 26.8, 259, 15.9, 288, 23.6 ,,
5211857,K, H, 2006-04-19,4, 6, 56.7, 26.3, 0, 0.003, 8, 3.9, 10612, 50.6, 45.14, 6, 29.5, 48, 46.8, 87, 44, 129, 38.1, 171, 38.6, 212, 31.3, 255, 17.7, 297, 24.1 ,,,,
5211867,K, H, 2006-02-20,2, 6, 53.5, 41.2, 0, 0.0018, 7, 4.6, 11444, 81, 42.87, 19, 35, 64, 36.8, 106, 47.7, 145, 44, 187, 42.2, 229, 37.2, 270, 25.4 ,,,,,,
5211882,K, H, 2006-04-18,4, 5, 78.7, 31.1, 0, 0.0028, 8, 12.1, 14991, 57, 61.75, 7, 38.1, 49, 64.9, 88, 28.6, 130, 63.1, 172, 49.5, 213, 42.7, 256, 32.2, 298, 33.6 ,,,,
5211889,K, H, 2006-03-22,3, 5, 70.3, 39.9, 0, 0.0025, 7, 11.2, 13777, 68.7, 54.08, 34, 22.2, 76, 51.3, 115, 50.4, 157, 52.7, 199, 46.8, 240, 35.4, 283, 33.6 ,,,,,,
5211896,K, H, 2006-05-22,5, 5, 63.4, 26.3, 0, 0.0033, 7, 5.1, 11388, 48.2, 49.74, 15, 36.3, 54, 58.1, 96, 47.7, 138, 38.6, 179, 30, 222, 26.8, 264, 30.9 ,,,,,,
5211930,K, H, 2006-02-11,2, 6, 79.5, 27.3, 0, 0.0046, 7, 6.1, 12039, 40.9, 58.49, 28, 54, 73, 64, 115, 38.6, 154, 37.7, 196, 40.9, 238, 24.5, 279, 17.3 ,,,,,,
5211944,K, H, 2006-05-15,5, 4, 59, 13.3, 0, 0.0025, 7, 3.2, 12244, 36.6, 52.18, 22, 51.3, 61, 51.8, 103, 46.3, 145, 38.6, 186, 31.3, 229, 37.7, 271, 33.6 ,,,,,,
5211950,K, H, 2006-05-01,5, 4, 55.4, 32.7, 0, 0.0024, 7, 3, 11157, 63.3, 44.24, 36, 43.1, 75, 40, 117, 43.6, 159, 42.7, 200, 34, 243, 32.2, 285, 24.1 ,,,,,,
5211968,K, H, 2006-02-14,2, 4, 63.9, 39.3, 0, 0.0022, 7, 5.8, 13077, 72.9, 50.29, 25, 44, 70, 43.1, 112, 53.6, 151, 56.7, 193, 40.9, 235, 35.9, 276, 30 ,,,,,,
5211982,K, H, 2006-03-26,3, 4, 53.5, 30.6, 0, 0.0019, 7, 2.7, 11563, 67.5, 44.41, 30, 43.1, 72, 40, 111, 41.3, 153, 40.9, 195, 41.3, 236, 34, 279, 29.5 ,,,,,,
5212013,K, H, 2006-02-16,2, 4, 71.2, 27.3, 0, 0.0046, 7, 6.4, 10807, 41, 52.43, 23, 49, 68, 49, 110, 51.3, 149, 36.3, 191, 20.9, 233, 31.8, 274, 11.3 ,,,,,,
5212030,K, H, 2006-05-03,5, 4, 59, 28.6, 0, 0.0023, 7, 2, 12047, 59.3, 48.15, 34, 45.4, 73, 47.7, 115, 44.9, 157, 44, 198, 35.4, 241, 35, 283, 26.8 ,,,,,,
5212109,K, H, 2006-02-13,2, 3, 56.4, 40.4, 0, 0.0022, 7, 16.6, 11463, 73.3, 44.1, 26, 27.7, 71, 49, 113, 49.9, 152, 53.1, 194, 74, 236, 30.4, 277, 18.6 ,,,,,,
5212154,K, H, 2006-05-07,5, 3, 63.4, 39.4, 0, 0.0019, 7, 6.2, 13505, 77.9, 50.96, 30, 35.4, 69, 58.1, 111, 54, 153, 53.6, 194, 37.2, 237, 39, 279, 36.3 ,,,,,,
5212168,K, H, 2006-04-25,4, 3, 56.3, 26.9, 0, 0.0021, 7, 2.4, 11995, 60.5, 47.08, 42, 45.4, 81, 46.8, 123, 44.9, 165, 37.2, 206, 40, 249, 35, 291, 26.8 ,,,,,,
5212176,K, H, 2006-04-30,4, 3, 80.1, 32.2, 0, 0.0038, 7, 5.7, 13335, 49.2, 59.32, 37, 54.5, 76, 62.2, 118, 58.1, 160, 38.6, 201, 28.6, 244, 32.2, 286, 32.2 ,,,,,,
5212201,K, H, 2006-06-02,6, 3, 71.6, 35, 0, 0.0021, 7, 2.3, 14883, 69.3, 57.56, 43, 54.5, 85, 56.7, 127, 54.9, 168, 54, 211, 46.3, 253, 37.7, 295, 38.1 ,,,,,,
5212204,K, H, 2006-02-19,2, 3, 62.5, 27.1, 0, 0.0022, 7, 2.7, 12990, 58.8, 51.69, 20, 45.4, 65, 51.8, 107, 49, 146, 41.3, 188, 46.3, 230, 38.6, 271, 31.3 ,,,,,,
5212211,K, H, 2006-03-30,3, 3, 53.5, 42.3, 0, 0.0025, 7, 7.8, 10420, 70.6, 40.69, 26, 35.9, 68, 43.1, 107, 21.8, 149, 39.5, 191, 42.7, 232, 27.2, 275, 25.4 ,,,,,,
5212221,K, H, 2006-05-03,5, 3, 48.9, 15.7, 0, 0.0022, 7, 7.9, 10444, 42.3, 43.04, 34, 49, 73, 24.5, 115, 43.6, 157, 41.3, 198, 30, 241, 32.2, 283, 21.3 ,,,,,,
5212254,K, H, 2006-04-05,4, 3, 62.5, 20.6, 0, 0.0026, 7, 3.1, 12523, 47.1, 52.5, 20, 48.1, 62, 53.6, 101, 42.7, 143, 48.6, 185, 37.2, 226, 32.7, 269, 32.2 ,,,,,,
5212259,K, H, 2006-04-17,4, 3, 59.5, 28.8, 0, 0.0015, 8, 1.7, 13729, 72, 51.26, 8, 38.1, 50, 49.9, 89, 50.4, 131, 48.6, 173, 42.7, 214, 45.4, 257, 40.4, 299, 40.4 ,,,,
5212296,K, H, 2006-04-16,4, 3, 53.5, 8.7, 0, 0.0025, 8, 9.3, 11217, 27.6, 48.9, 9, 44.5, 51, 56.7, 90, 23.2, 132, 29.1, 174, 42.7, 215, 31.3, 258, 33.6, 300, 30.9 ,,,,
5212299,K, H, 2006-06-14,6, 3, 53.5, 8.7, 0, 0.0033, 7, 15.5, 10055, 25.2, 47.84, 31, 51.8, 73, 29.1, 115, 57.7, 156, 32.7, 199, 59.5, 241, 17.3, 283, 17.7 ,,,,,,
5212318,K, H, 2006-05-05,5, 3, 62.1, 34, 0, 0.0028, 7, 2.8, 11679, 59, 47.9, 32, 42.2, 71, 50.4, 113, 44.9, 155, 42.7, 196, 32.7, 239, 33.6, 281, 24.1 ,,,,,,
5212352,K, H, 2006-02-08,2, 2, 63, 24.7, -0.8, 0.0028, 7, 3.9, 12124, 49.5, 51.14, 31, 44, 76, 56.7, 118, 44.5, 157, 40, 199, 36.8, 241, 33.1, 282, 24.1 ,,,,,,
5212395,K, H, 2006-06-13,6, 3, 62.3, 12.2, 0, 0.0019, 7, 4.4, 13983, 37.7, 56.64, 32, 58.1, 74, 51.3, 116, 52.2, 157, 37.2, 200, 47.2, 242, 42.7, 284, 34 ,,,,,,
5212406,K, H, 2006-05-27,5, 2, 63.2, 22.5, -0.8, 0.0028, 8, 3.9, 12310, 47.3, 52.11, 10, 40.9, 49, 55.8, 91, 44.9, 133, 41.3, 174, 41.3, 217, 36.3, 259, 36.3, 301, 20.4 ,,,,
5212417,J, H, 2005-10-08,10, 1, 47.8, 30.6, -0.5, 0.0008, 7, 2.4, 12124, 91.2, 43.17, 28, 37.2, 70, 44.5, 112, 40.4, 154, 40.4, 199, 45.4, 241, 38.6, 280, 36.3 ,,,,,,
5212433,K, H, 2006-06-02,6, 2, 56.1, 21.5, -0.8, 0.003, 7, 3.8, 10623, 44.5, 46.07, 43, 49, 85, 40.9, 127, 41.3, 168, 25.4, 211, 29.5, 253, 28.1, 295, 25.4 ,,,,,,
5212452,K, H, 2006-06-01,6, 2, 55.2, 23, -0.8, 0.0014, 8, 2.3, 13063, 62.9, 48.95, 5, 35.4, 44, 46.8, 86, 46.3, 128, 48.1, 169, 40, 212, 44.5, 254, 39, 296, 35.4 ,,,,
5212465,K, H, 2006-05-25,5, 2, 75.6, 25.2, -0.7, 0.0029, 8, 4.9, 14421, 49.5, 61.05, 12, 44.5, 51, 63.6, 93, 60.8, 135, 50.8, 176, 45.4, 219, 48.6, 261, 30.9, 303, 25.4 ,,,,
5212471,K, H, 2006-02-16,2, 2, 47.1, 21.9, -0.8, 0.0019, 7, 4.4, 10424, 54.7, 40.83, 23, 39, 68, 41.8, 110, 31.8, 149, 40, 191, 31.8, 233, 24.5, 274, 34 ,,,,,,
5212480,J, H, 2005-09-29,9, 1, 46.3, 31.1, -0.5, 0.0004, 7, 4.7, 12592, 115.8, 43.79, 37, 40.9, 79, 40, 121, 37.7, 163, 52.7, 208, 44.5, 250, 38.6, 289, 41.3 ,,,,,,
5212484,K, H, 2006-03-27,3, 2, 45.4, 21.6, -0.8, 0.0041, 7, 1.5, 7440, 38.4, 35.61, 29, 36.8, 71, 33.1, 110, 28.6, 152, 25, 194, 19.1, 235, 14.1, 278, 13.6 ,,,,,,
5212495,K, H, 2006-05-15,5, 2, 54.2, 22.4, -0.8, 0.0028, 7, 1.4, 10551, 47.2, 44.68, 22, 42.2, 61, 44, 103, 42.2, 145, 34.5, 186, 31.3, 229, 30.9, 271, 24.1 ,,,,,,
5212498,K, H, 2006-04-13,4, 2, 63, 19.5, -0.8, 0.0022, 8, 5.4, 13435, 48, 54.43, 12, 49, 54, 58.1, 93, 42.7, 135, 42.2, 177, 49.5, 218, 41.3, 261, 30.9, 303, 39 ,,,,
5212503,J, H, 2005-11-26,11, 1, 44, 36.6, -0.5, 0.0004, 7, 6.4, 11829, 130, 41.23, 21, 26.8, 63, 26.8, 105, 44, 150, 35.9, 192, 45.4, 231, 35, 273, 44.9 ,,,,,,
5212507,K, H, 2006-02-28,2, 2, 54.8, 21.9, -0.8, 0.0034, 8, 3.2, 9885, 42.7, 44.21, 11, 36.3, 56, 49, 98, 38.6, 137, 28.6, 179, 30.4, 221, 24.5, 262, 22.7, 305, 23.2 ,,,,
5212519,K, H, 2006-05-08,5, 2, 47.5, 20.9, -0.8, 0.0018, 7, 7, 10582, 53.6, 41.39, 29, 47.7, 68, 25.9, 110, 42.2, 152, 41.3, 193, 31.3, 236, 30.9, 278, 28.1 ,,,,,,
5212532,J, H, 2005-07-08,7, 1, 41.2, 27.5, -0.5, 0.0001, 7, 3.2, 11826, 150.2, 40.65, 39, 41.8, 78, 35.9, 120, 38.1, 162, 37.7, 204, 41.3, 246, 40.4, 291, 43.1 ,,,,,,
5212551,K, H, 2006-04-21,4, 2, 57.8, 24.3, -0.8, 0.0022, 7, 7.7, 12100, 54.4, 48.51, 46, 42.2, 85, 53.1, 127, 52.7, 169, 37.2, 210, 21.3, 253, 35, 295, 35 ,,,,,,
5212557,K, H, 2006-03-03,3, 2, 56.8, 22, -0.8, 0.0016, 8, 5, 13125, 58.5, 50.05, 8, 34, 53, 56.7, 95, 49, 134, 40, 176, 34.5, 218, 45.4, 259, 40, 302, 36.3 ,,,,
5212560,K, H, 2006-04-05,4, 2, 82.9, 25.4, -0.8, 0.004, 7, 4.9, 13702, 42.4, 63.64, 20, 55.4, 62, 62.7, 101, 58.1, 143, 49.9, 185, 46.8, 226, 30, 269, 20.4 ,,,,,,
5212566,K, H, 2006-06-13,6, 2, 52.1, 21.3, -0.8, 0.0015, 7, 14.8, 12144, 57.9, 46.18, 32, 47.7, 74, 44.9, 116, 35.9, 157, 4.1, 200, 47.2, 242, 37.7, 284, 29.1 ,,,,,,
5212572,K, H, 2006-03-14,3, 2, 46.7, 23.9, -0.8, 0.0019, 7, 3, 10290, 57.8, 40.06, 42, 36.8, 84, 38.6, 123, 39, 165, 35.4, 207, 37.2, 248, 27.2, 291, 23.2 ,,,,,,
5212581,K, H, 2006-05-01,5, 2, 58.5, 26.4, -0.8, 0.0011, 7, 6.1, 14486, 76, 52.54, 36, 42.2, 75, 49, 117, 49.9, 159, 50.8, 200, 47.2, 243, 55.4, 285, 33.6 ,,,,,,
5212583,K, H, 2006-05-16,5, 2, 57.4, 25.7, -0.8, 0.0013, 7, 4.1, 13762, 69.9, 50.82, 21, 38.6, 60, 53.1, 102, 48.6, 144, 54.9, 185, 45.4, 228, 37.7, 270, 40.4 ,,,,,,
5212588,K, H, 2006-06-15,6, 2, 70.9, 20.9, -0.8, 0.0026, 7, 5.1, 14290, 47, 59.64, 30, 60.8, 72, 58.1, 114, 45.4, 155, 47.2, 198, 52.7, 240, 37.7, 282, 30.4 ,,,,,,
5212600,K, H, 2006-06-15,6, 2, 55.9, 20.7, -0.8, 0.0016, 7, 4.6, 12826, 55.6, 49.32, 30, 53.1, 72, 40.9, 114, 44, 155, 45.4, 198, 44.5, 240, 40.4, 282, 31.8 ,,,,,,
5212606,K, H, 2006-06-14,6, 2, 53.6, 22.1, -0.8, 0.0015, 7, 6.6, 12607, 60.5, 47.52, 31, 50.4, 73, 33.1, 115, 52.2, 156, 44, 199, 44.5, 241, 35, 283, 34 ,,,,,,
5212610,J, H, 2005-10-15,10, 1, 41.8, 33.6, -0.5, 0.0002, 7, 4.1, 11612, 142.9, 40.24, 21, 33.6, 63, 30.4, 105, 39, 147, 45.4, 192, 39.5, 234, 43.1, 273, 36.3 ,,,,,,
5212623,K, H, 2006-06-14,6, 2, 50.2, 20.4, -0.8, 0.0025, 7, 5.8, 10214, 46.9, 42.45, 31, 46.8, 73, 39.5, 115, 25.9, 156, 38.6, 199, 35, 241, 30.9, 283, 21.3 ,,,,,,
5212628,J, H, 2005-09-06,9, 1, 44.8, 32.1, -0.5, 0.0002, 7, 3, 12551, 142.2, 43.42, 18, 30.9, 60, 42.2, 102, 40, 144, 42.7, 186, 47.7, 231, 46.8, 273, 38.6 ,,,,,,
5212631,J, H, 2005-11-02,11, 1, 45.9, 36.3, -0.5, 0.0005, 7, 2.8, 12147, 120.2, 42.48, 45, 35, 87, 39, 129, 45.4, 174, 43.1, 216, 43.1, 255, 36.3, 297, 40.9 ,,,,,,
5212635,K, H, 2006-06-08,6, 2, 55.6, 21.6, -0.8, 0.0016, 7, 2.6, 12784, 57.3, 48.95, 37, 50.4, 79, 47.7, 121, 44, 162, 38.6, 205, 40.4, 247, 41.8, 289, 34 ,,,,,,
5212643,J, X, 2005-07-19,7, 1, 38.6, 29.7, -0.5, 0.001, 7, 4, 9600, 85, 34.5, 28, 31.3, 67, 35.9, 109, 34.5, 151, 25.9, 193, 30.4, 235, 37.7, 280, 28.1 ,,,,,,
5212649,J, H, 2005-07-15,7, 1, 43, 29.6, -0.5, 0.0011, 7, 2.5, 10494, 81.3, 38.04, 32, 38.1, 71, 33.6, 113, 37.2, 155, 35, 197, 37.7, 239, 32.7, 284, 30.9 ,,,,,,
5212652,J, H, 2005-07-08,7, 1, 33.4, 30.7, -0.5, 0.0005, 7, 2.6, 8958, 108.3, 31.27, 39, 31.3, 78, 25.9, 120, 30.9, 162, 32.7, 204, 31.8, 246, 27.7, 291, 30.9 ,,,,,,
5212655,J, H, 2005-09-01,9, 1, 34.5, 30.7, -0.5, 0.0002, 7, 1.7, 9699, 138.5, 33.5, 23, 27.2, 65, 32.2, 107, 30.4, 149, 31.8, 191, 36.3, 236, 33.1, 278, 33.1 ,,,,,,
5212658,J, H, 2005-11-19,11, 1, 41.2, 31, -0.5, 0.0019, 7, 3.1, 8976, 68.3, 34.32, 28, 31.8, 70, 31.8, 112, 32.7, 157, 36.8, 199, 29.5, 238, 21.8, 280, 23.6 ,,,,,,
5212661,J, H, 2005-09-30,9, 1, 43.2, 33.7, -0.5, -0.0002, 7, 4.9, 12762, 0, 21.92, 36, 39.5, 78, 34, 120, 42.7, 162, 44, 207, 44.5, 249, 54.5, 288, 42.7 ,,,,,,
5212667,J, H, 2005-10-29,10, 1, 42.3, 30.8, -0.5, 0.0003, 8, 3.8, 11629, 121.1, 40.33, 7, 22.2, 49, 37.7, 91, 45.4, 133, 35, 178, 44.5, 220, 35.4, 259, 37.7, 301, 40.9 ,,,,
5212671,J, H, 2005-09-23,9, 1, 43.8, 34.3, -0.5, 0.0008, 7, 4.7, 11091, 99.8, 39.33, 43, 29.5, 85, 42.2, 127, 44, 169, 35, 214, 41.8, 256, 37.7, 295, 28.6 ,,,,,,
5212680,J, H, 2005-07-23,7, 1, 43.3, 28.5, -0.5, 0.0002, 7, 2.6, 12213, 130.9, 42.1, 24, 36.8, 63, 40.9, 105, 39.5, 147, 37.7, 189, 41.3, 231, 45.4, 276, 41.8 ,,,,,,
5212686,J, H, 2005-07-03,7, 1, 41.3, 25.2, -0.5, 0.0006, 7, 6.5, 10907, 86.2, 38.47, 44, 45.9, 83, 35.9, 125, 32.2, 167, 25.9, 209, 39, 251, 40.4, 296, 36.8 ,,,,,,
5212697,J, H, 2005-07-16,7, 1, 34.4, 28.7, -0.5, 0.0002, 7, 4.1, 9683, 131.1, 33.39, 31, 31.3, 70, 32.2, 112, 35.9, 154, 24.5, 196, 31.8, 238, 35, 283, 36.8 ,,,,,,
5212699,J, H, 2005-12-16,12, 1, 33.7, 31.6, -0.5, 0.0008, 7, 4.2, 8588, 94.5, 30.5, 43, 26.8, 85, 30, 130, 34.5, 172, 30.9, 211, 19.5, 253, 31.8, 295, 27.2 ,,,,,,
5212701,J, H, 2005-07-26,7, 1, 36.4, 28.9, -0.5, 0.0005, 7, 4.9, 9687, 99.7, 33.93, 21, 25, 60, 42.2, 102, 29.5, 144, 30.4, 186, 28.1, 228, 32.7, 273, 36.8 ,,,,,,
5212704,J, H, 2005-09-13,9, 1, 20.3, 32.7, -0.5, -0, 8, 4.3, 5871, 0, 10.28, 11, 7.3, 53, 15.9, 95, 20.9, 137, 25.9, 179, 24.1, 224, 15, 266, 25, 305, 16.8 ,,,,
5212707,J, H, 2005-08-14,8, 1, 30.3, 32.9, -0.5, 0.0003, 7, 2.6, 8337, 130, 28.93, 41, 22.2, 83, 27.2, 125, 32.7, 167, 28.1, 209, 31.3, 254, 29.5, 296, 25 ,,,,,,
5212713,J, H, 2005-07-19,7, 1, 38.3, 29, -0.5, 0.0002, 7, 4.8, 10762, 129.4, 37.14, 28, 38.1, 67, 27.2, 109, 39.5, 151, 34, 193, 39, 235, 35, 280, 39.5 ,,,,,,
5212716,J, H, 2005-08-25,8, 1, 39, 28.9, -0.5, 0.0008, 7, 3.4, 9946, 88.4, 35.41, 30, 35.9, 72, 30.9, 114, 31.8, 156, 35.4, 198, 36.3, 243, 34.5, 285, 27.2 ,,,,,,
5212724,J, H, 2005-08-30,8, 1, 38.8, 31.3, -0.5, 0.0004, 7, 1.7, 10493, 114, 36.54, 25, 30.9, 67, 34.5, 109, 35, 151, 35.4, 193, 37.7, 238, 38.1, 280, 33.1 ,,,,,,
5212727,J, H, 2006-01-07,1, 1, 39.9, 32.3, -0.5, 0.0014, 7, 3, 9235, 78.2, 34.11, 21, 24.5, 63, 35, 108, 38.1, 150, 34, 189, 27.2, 231, 30.4, 273, 24.5 ,,,,,,
5212730,K, H, 2006-06-15,6, 2, 65.5, 22, -0.8, 0.0025, 7, 3.7, 13363, 49.3, 55.06, 30, 53.1, 72, 59.5, 114, 44, 155, 40, 198, 43.1, 240, 36.3, 282, 35.4 ,,,,,,
5212732,J, H, 2005-08-05,8, 1, 46.8, 31.3, -0.5, 0.0004, 8, 1.8, 12678, 115.3, 44.11, 11, 31.3, 50, 40.9, 92, 42.2, 134, 42.2, 176, 46.3, 218, 45.4, 263, 40.4, 305, 40.9 ,,,,
5212734,J, H, 2005-07-13,7, 1, 38.3, 36.6, -0.5, 0.0002, 7, 4.5, 10637, 158.2, 36.96, 34, 25, 73, 27.2, 115, 34.5, 157, 40, 199, 37.7, 241, 41.3, 286, 33.1 ,,,,,,
5212743,J, H, 2005-10-26,10, 1, 41.8, 29.3, -0.5, 0.0015, 8, 4, 9700, 72.8, 36.09, 10, 22.2, 52, 42.2, 94, 34, 136, 30, 181, 36.8, 223, 27.2, 262, 30.9, 304, 25 ,,,,
5212746,J, H, 2006-01-05,1, 1, 41.9, 31.7, -0.5, 0.0012, 7, 3, 10068, 82.6, 36.63, 23, 26.8, 65, 40.4, 110, 36.8, 152, 37.7, 191, 32.2, 233, 27.7, 275, 31.8 ,,,,,,
5212749,J, H, 2005-08-24,8, 1, 35.2, 31, -0.5, -0.0001, 7, 2.3, 10267, 0, 17.9, 31, 30, 73, 33.6, 115, 32.7, 157, 31.8, 199, 39, 244, 38.1, 286, 35.4 ,,,,,,
5212752,J, H, 2005-09-26,9, 1, 40.3, 32.1, -0.5, 0.0005, 7, 4.8, 10652, 107.5, 37.31, 40, 35.9, 82, 30.4, 124, 34, 166, 42.7, 211, 41.8, 253, 36.3, 292, 28.6 ,,,,,,
5212757,J, H, 2005-10-03,10, 1, 44.6, 32.3, -0.5, 0.0007, 7, 3.3, 11450, 98.4, 40.51, 33, 35.9, 75, 35, 117, 42.7, 159, 45.4, 204, 38.1, 246, 36.3, 285, 33.6 ,,,,,,
5212762,J, H, 2005-10-12,10, 1, 47.2, 30.3, -0.5, 0.0016, 7, 4.5, 10712, 71.9, 40.17, 24, 39.5, 66, 35, 108, 35.4, 150, 40.4, 195, 41.8, 237, 31.8, 276, 25.9 ,,,,,,
5212765,J, H, 2005-10-07,10, 1, 36, 34.3, -0.5, 0.0008, 7, 2.2, 9118, 99.4, 32.35, 29, 25.9, 71, 28.1, 113, 30.4, 155, 34, 200, 30.9, 242, 31.8, 281, 27.2 ,,,,,,
5212768,J, H, 2005-12-13,12, 1, 52.8, 32.2, -0.5, 0.0023, 7, 4.3, 10720, 62.9, 42.41, 46, 39, 88, 42.7, 133, 43.1, 175, 35.4, 214, 35, 256, 20, 298, 28.6 ,,,,,,
5212771,J, H, 2005-08-18,8, 1, 38.1, 29.6, -0.5, 0.001, 7, 2.4, 9418, 83.6, 33.95, 37, 35, 79, 30.9, 121, 30.4, 163, 34, 205, 31.3, 250, 31.8, 292, 27.2 ,,,,,,
5212777,J, H, 2005-09-30,9, 1, 46.2, 36.6, -0.5, 0.0002, 7, 3.4, 12694, 146.9, 44.12, 36, 30.9, 78, 40.9, 120, 39, 162, 46.3, 207, 46.8, 249, 43.1, 288, 42.7 ,,,,,,
5212785,J, H, 2005-11-13,11, 1, 45.2, 36.6, -0.5, -0, 7, 5.7, 12991, 0, 22.91, 34, 24.5, 76, 36.8, 118, 45.4, 163, 51.8, 205, 46.8, 244, 44, 286, 44.9 ,,,,,,
5212791,J, H, 2005-11-25,11, 1, 40.5, 31.3, -0.5, 0.0016, 7, 5, 9132, 72.7, 34.28, 22, 29.5, 64, 33.1, 106, 31.3, 151, 39.5, 193, 33.1, 232, 18.2, 274, 27.7 ,,,,,,
5212794,J, H, 2005-11-27,11, 1, 45.6, 33.1, -0.5, 0.0009, 7, 5.6, 11477, 95.3, 40.86, 20, 34, 62, 35.4, 104, 37.7, 149, 44.5, 191, 45.4, 230, 42.7, 272, 26.3 ,,,,,,
5212798,J, H, 2005-10-05,10, 1, 38.5, 32.8, -0.5, 0.0013, 7, 11.3, 9080, 81.6, 33.24, 31, 27.2, 73, 5.9, 115, 29.5, 157, 37.7, 202, 36.8, 244, 25, 283, 20.9 ,,,,,,
5212804,J, H, 2005-11-19,11, 1, 50.6, 32.5, -0.5, 0.0003, 7, 3.1, 13954, 131, 48.38, 28, 38.6, 70, 46.3, 112, 45.4, 157, 55.4, 199, 46.8, 238, 47.7, 280, 44.9 ,,,,,,
5212813,J, H, 2005-11-24,11, 1, 40.2, 30.3, -0.5, 0.0001, 7, 3.2, 11495, 163.1, 39.66, 23, 36.3, 65, 31.8, 107, 37.7, 152, 40.4, 194, 40.9, 233, 41.3, 275, 39.5 ,,,,,,
