lactkey,Farm,Breed,CalveDate,CalveMonth,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
5094237,P, J, 2006-02-19,2, 1, 36.8, 29.1, -0.5, 0.0003, 9, 4.7, 10190, 117.9, 35.28, 34, 39, 62, 32.7, 96, 31.3, 132, 35, 158, 30.9, 193, 27.7, 222, 35.4, 254, 36.8, 279, 40 ,,
5094239,P, H, 2006-01-29,1, 1, 45, 28.7, -0.5, 0.0012, 10, 1.8, 10875, 77.8, 39.69, 27, 37.2, 55, 39, 83, 40.4, 117, 36.3, 153, 35.4, 179, 35, 214, 36.8, 243, 36.8, 275, 32.7, 300, 30 
5094249,P, H, 2006-02-08,2, 1, 36.3, 32.1, -0.5, 0.0005, 10, 1.5, 9713, 112.1, 33.91, 17, 26.8, 45, 30, 73, 31.3, 107, 34.5, 143, 33.6, 169, 33.1, 204, 34.5, 233, 35.4, 265, 32.7, 290, 29.5 
5094256,P, H, 2006-01-28,1, 1, 38.3, 31.5, -0.5, 0.0005, 10, 1.8, 10234, 109.8, 35.75, 28, 32.2, 56, 31.3, 84, 34, 118, 35, 154, 35.4, 180, 36.3, 215, 36.8, 244, 31.8, 276, 35.4, 301, 31.8 
5094258,P, H, 2006-01-28,1, 1, 45.5, 32.5, -0.5, 0.0018, 10, 4.5, 9983, 71.2, 37.86, 28, 30.4, 56, 40.4, 84, 33.6, 118, 40, 154, 43.1, 180, 28.6, 215, 27.2, 244, 34.5, 276, 25.4, 301, 23.2 
5094261,P, H, 2006-02-15,2, 1, 37.8, 32.8, -0.5, 0.001, 10, 2.3, 9360, 91, 33.54, 10, 23.2, 38, 29.1, 66, 31.3, 100, 34.5, 136, 33.6, 162, 32.2, 197, 35.9, 226, 32.2, 258, 28.1, 283, 24.5 
5094274,P, H, 2006-02-08,2, 1, 47.4, 32.5, -0.5, 0.0025, 10, 3.1, 9410, 61.2, 37.66, 17, 31.8, 45, 35.4, 73, 35, 107, 38.6, 143, 36.8, 169, 34.5, 204, 31.8, 233, 22.2, 265, 20.4, 290, 20.4 
5094286,P, H, 2006-01-30,1, 1, 29.5, 36.6, -0.5, -0.0001, 9, 6.1, 8530, 0, 14.96, 26, 18.2, 54, 11.3, 82, 30.9, 116, 37.7, 152, 32.2, 178, 28.1, 213, 30, 242, 30.4, 274, 28.1 ,,
5094291,P, H, 2006-01-27,1, 1, 42.1, 28.8, -0.5, 0.0008, 10, 2.4, 10810, 89.4, 38.4, 29, 33.1, 57, 41.3, 85, 39, 119, 37.2, 155, 35, 181, 31.8, 216, 34.5, 245, 35.4, 277, 35.9, 302, 35.9 
5094303,P, H, 2006-01-30,1, 1, 42.6, 29.5, -0.5, 0.001, 10, 3, 10593, 84, 38.12, 26, 34.5, 54, 39, 82, 37.2, 116, 33.1, 152, 37.7, 178, 35, 213, 35.4, 242, 30.4, 274, 39.5, 299, 30 
5094313,P, H, 2006-01-31,1, 1, 34.1, 28.5, -0.5, 0.0003, 10, 6, 9509, 119.7, 32.86, 25, 28.6, 53, 30, 81, 40, 115, 27.2, 151, 32.2, 177, 27.2, 212, 20.9, 241, 40, 273, 39, 298, 30.9 
5094316,P, J, 2006-02-17,2, 1, 36, 31.5, -0.5, 0.0003, 10, 4.6, 9857, 121.2, 34.22, 8, 27.2, 36, 26.8, 64, 28.1, 98, 34.5, 134, 41.8, 160, 32.2, 195, 34.5, 224, 26.8, 256, 30.9, 281, 39 
5094336,P, H, 2006-02-04,2, 1, 41.7, 31.4, -0.5, 0.0008, 10, 3.8, 10555, 92.4, 37.59, 21, 38.1, 49, 26.8, 77, 37.7, 111, 36.3, 147, 38.1, 173, 37.2, 208, 35.9, 237, 34.5, 269, 33.1, 294, 31.8 
5094365,P, H, 2006-02-17,2, 1, 44.8, 30.7, -0.5, 0.0006, 10, 2.7, 11790, 101.7, 41.39, 8, 25.9, 36, 36.3, 64, 42.7, 98, 42.7, 134, 43.1, 160, 34.5, 195, 38.6, 224, 42.2, 256, 40.9, 281, 35.9 
5094372,P, H, 2006-02-21,2, 1, 51.3, 28.9, -0.5, 0.0018, 9, 2.5, 11255, 65.7, 43.17, 32, 42.7, 60, 42.7, 94, 41.8, 130, 39, 156, 37.2, 191, 38.6, 220, 32.2, 252, 37.2, 277, 27.2 ,,
514770,B, H, 2006-10-18,10, 1, 44, 36.2, -0.5, 0.0012, 10, 5.2, 10424, 88.9, 37.81, 28, 29.1, 57, 32.2, 84, 35, 119, 43.6, 148, 40.9, 176, 34.5, 203, 40, 238, 36.8, 266, 29.5, 301, 19.5 
514775,C, H, 2005-08-18,8, 2, 35.7, 23.4, -0.8, 0.0002, 10, 5.2, 10065, 105.4, 34.61, 27, 35.4, 55, 27.2, 83, 25.9, 118, 32.7, 146, 40.4, 181, 38.1, 210, 39.5, 237, 37.7, 266, 29.5, 300, 30.4 
514780,C, H, 2005-07-31,7, 7, 53.5, 42.3, 0, 0.0015, 9, 3.3, 11985, 89.9, 43.92, 45, 44.9, 73, 39, 101, 38.1, 136, 42.7, 164, 37.7, 199, 37.2, 228, 39, 255, 39, 284, 36.3 ,,
514785,C, H, 2005-07-21,7, 6, 41.6, 42.2, 0, 0.0011, 9, 4.7, 9858, 100.9, 35.41, 55, 34.5, 83, 24.1, 111, 33.6, 146, 41.3, 174, 30.9, 209, 34, 238, 35.4, 265, 31.3, 294, 29.1 ,,
514850,C, H, 2005-08-09,8, 4, 53.5, 42.3, 0, 0.0024, 9, 3, 10538, 71.8, 40.93, 36, 38.1, 64, 39, 92, 36.8, 127, 35.9, 155, 40, 190, 40, 219, 33.1, 246, 31.8, 275, 28.6 ,,
514860,C, H, 2005-08-16,8, 5, 48.2, 38.9, 0, 0.0026, 10, 6.3, 9311, 66.2, 36.96, 29, 26.3, 57, 42.7, 85, 35, 120, 32.7, 148, 37.2, 183, 41.8, 212, 32.7, 239, 22.2, 268, 19.5, 302, 13.2 
514878,C, H, 2005-08-15,8, 4, 62.5, 37.3, 0, 0.0018, 10, 3.2, 13565, 77.4, 51.03, 30, 49.9, 58, 43.6, 86, 50.8, 121, 48.6, 149, 52.2, 184, 45.9, 213, 42.7, 240, 43.1, 269, 36.3, 303, 34 
514895,C, H, 2005-08-12,8, 5, 54, 29.9, 0, 0.003, 9, 3.3, 10021, 54, 42.11, 33, 37.7, 61, 44.5, 89, 43.6, 124, 37.2, 152, 29.1, 187, 35.9, 216, 27.2, 243, 28.1, 272, 20 ,,
514912,C, H, 2005-08-04,8, 5, 45.3, 28.7, 0, 0.0021, 9, 3.7, 9523, 61.9, 37.42, 41, 37.2, 69, 35.9, 97, 33.6, 132, 34.5, 160, 35.4, 195, 34.5, 224, 23.6, 251, 31.3, 280, 18.6 ,,
514915,C, H, 2005-08-22,8, 4, 56.2, 11.7, 0, 0.0021, 10, 6.1, 12302, 35.5, 50.92, 23, 54.9, 51, 45.4, 79, 34, 114, 52.7, 142, 40.4, 177, 39, 206, 35.4, 233, 41.3, 262, 34.5, 296, 26.8 
514948,C, H, 2005-08-19,8, 4, 53.5, 38.2, 0, 0.002, 10, 3.7, 11232, 74.6, 42.79, 26, 39, 54, 35.4, 82, 44.5, 117, 46.3, 145, 41.8, 180, 38.6, 209, 28.6, 236, 31.8, 265, 34.5, 299, 28.1 
514955,C, H, 2005-08-06,8, 3, 53.7, 38.4, 0, 0.0025, 9, 6.7, 10558, 67.4, 41.58, 39, 38.1, 67, 43.1, 95, 35.4, 130, 40, 158, 34.5, 193, 44.5, 222, 40.4, 249, 23.6, 278, 15.9 ,,
514958,C, H, 2005-07-04,7, 4, 69.4, 35.2, 0, 0.0025, 9, 4.6, 13732, 64.6, 54.48, 9, 45.9, 72, 52.2, 100, 43.6, 128, 55.8, 163, 50.4, 191, 40.9, 226, 44, 255, 35, 282, 33.6 ,,
514962,C, H, 2005-07-27,7, 4, 62.5, 42.3, 0, 0.0018, 9, 5.6, 13408, 82.6, 50.07, 49, 39, 77, 41.3, 105, 49.9, 140, 52.7, 168, 49, 203, 48.6, 232, 46.3, 259, 39.5, 288, 31.8 ,,
514966,C, H, 2005-08-04,8, 4, 53.5, 42.2, 0, 0.001, 9, 7.7, 12865, 104.8, 45.97, 41, 23.6, 69, 40.9, 97, 41.3, 132, 51.8, 160, 53.6, 195, 49, 224, 43.6, 251, 38.1, 280, 35.4 ,,
514987,C, H, 2005-08-23,8, 3, 63.6, 15.2, 0, 0.0018, 10, 5.4, 14443, 44.6, 57.18, 22, 52.7, 50, 61.7, 78, 59.9, 113, 37.7, 141, 47.2, 176, 52.2, 205, 46.3, 232, 43.1, 261, 40, 295, 36.3 
515003,C, H, 2005-08-09,8, 4, 53.5, 41.7, 0, 0.0025, 9, 4, 10303, 68.8, 40.55, 36, 37.2, 64, 39, 92, 34, 127, 40, 155, 39.5, 190, 32.2, 219, 36.3, 246, 22.2, 275, 22.7 ,,
515033,C, H, 2005-08-23,8, 3, 53.5, 42.3, 0, 0.002, 10, 2.9, 11158, 78.9, 42.16, 22, 38.1, 50, 37.7, 78, 41.3, 113, 35.9, 141, 37.7, 176, 39, 205, 37.2, 232, 35.9, 261, 27.2, 295, 28.1 
515043,C, H, 2005-07-08,7, 3, 53.5, 42.3, 0, 0.0012, 9, 4.4, 12573, 99.4, 45.26, 5, 35.4, 68, 37.7, 96, 41.8, 124, 48.1, 159, 50.4, 187, 46.8, 222, 39.5, 251, 37.2, 278, 37.2 ,,
515068,C, H, 2005-08-06,8, 3, 61.8, 34.8, 0, 0.0018, 9, 0.8, 13545, 75.2, 51.05, 39, 47.2, 67, 51.8, 95, 50.8, 130, 48.6, 158, 45.4, 193, 44.5, 222, 42.7, 249, 40.9, 278, 37.7 ,,
515070,C, H, 2005-08-23,8, 3, 69.2, 30.9, 0, 0.0021, 10, 1.9, 14522, 64.9, 56.64, 22, 50.8, 50, 54, 78, 57.2, 113, 52.7, 141, 52.7, 176, 52.2, 205, 44, 232, 41.3, 261, 40.4, 295, 35 
515072,C, H, 2005-08-18,8, 3, 62.5, 40, 0, 0.002, 9, 3.2, 13074, 76.2, 49.68, 27, 44.9, 55, 44.5, 83, 51.8, 118, 46.3, 146, 49, 181, 43.6, 210, 46.3, 237, 36.8, 266, 32.2 ,,
515075,C, H, 2005-08-16,8, 3, 53.5, 42.3, 0, 0.0016, 10, 3.4, 11739, 86.4, 43.38, 29, 40, 57, 38.1, 85, 40, 120, 35.4, 148, 40, 183, 40, 212, 39.5, 239, 40.4, 268, 32.2, 302, 30.4 
515077,C, H, 2005-08-12,8, 3, 42.6, 35, 0, 0.0028, 9, 3.1, 8057, 60.4, 32.81, 33, 30, 61, 31.3, 89, 31.3, 124, 31.8, 152, 29.1, 187, 31.8, 216, 20, 243, 21.3, 272, 15.4 ,,
515117,C, H, 2005-08-15,8, 3, 53.5, 26.6, 0, 0.0032, 10, 3.4, 9741, 49.3, 42.09, 30, 39.5, 58, 45.9, 86, 35, 121, 39, 149, 28.6, 184, 30.9, 213, 31.8, 240, 27.2, 269, 21.8, 303, 16.3 
515144,C, H, 2005-08-21,8, 3, 46.3, 17, 0, 0.0011, 10, 4.3, 11531, 55.8, 42.66, 24, 40, 52, 44.9, 80, 39.5, 115, 37.2, 143, 40, 178, 30, 207, 38.1, 234, 37.2, 263, 30.4, 297, 41.8 
515181,C, H, 2005-07-27,7, 2, 58.3, 24.5, -0.8, 0.0028, 9, 5.7, 11257, 49.3, 47.46, 49, 44, 77, 42.7, 105, 43.6, 140, 47.7, 168, 40, 203, 32.7, 232, 34.5, 259, 30, 288, 13.2 ,,
515183,C, H, 2005-08-01,8, 2, 50.2, 25.6, -0.8, 0.002, 9, 4.8, 10799, 58.6, 42.36, 44, 33.6, 72, 42.7, 100, 40.9, 135, 42.7, 163, 42.7, 198, 38.1, 227, 29.5, 254, 25, 283, 23.6 ,,
515190,C, H, 2005-07-29,7, 2, 50.2, 26.4, -0.8, 0.0016, 9, 4.6, 11409, 65.1, 43.25, 47, 32.7, 75, 36.8, 103, 40.4, 138, 41.3, 166, 41.8, 201, 35.9, 230, 35.4, 257, 32.7, 286, 25.4 ,,
515195,C, H, 2005-07-23,7, 2, 42.6, 23.9, -0.8, 0.0024, 9, 7.9, 8738, 52.4, 35.56, 53, 34, 81, 29.1, 109, 29.5, 144, 35, 172, 35.9, 207, 36.3, 236, 30.4, 263, 20.4, 292, 4.1 ,,
515221,C, H, 2005-08-05,8, 2, 43.7, 22.7, -0.8, 0.0011, 8, 1.9, 10886, 68.5, 39.69, 40, 39.5, 68, 38.6, 96, 37.2, 131, 35.4, 159, 40.9, 194, 35.9, 223, 33.6, 250, 34 ,,,,
515252,C, H, 2005-07-17,7, 2, 43.7, 23.9, -0.8, 0.0015, 9, 5.7, 10111, 62.4, 38.26, 59, 35.4, 87, 33.1, 115, 34.5, 150, 43.1, 178, 42.7, 213, 29.5, 242, 31.3, 269, 19.5, 298, 28.6 ,,
515256,C, H, 2005-08-23,8, 2, 50.2, 20.9, -0.8, 0.0013, 10, 2.9, 12112, 60.7, 45.15, 22, 44.9, 50, 44, 78, 41.8, 113, 38.6, 141, 45.4, 176, 43.6, 205, 36.8, 232, 36.3, 261, 36.3, 295, 34.5 
515273,C, H, 2005-08-14,8, 2, 50.2, 26.4, -0.8, 0.0016, 10, 6.8, 11409, 65.1, 43.25, 31, 40.9, 59, 27.7, 87, 42.7, 122, 40, 150, 48.1, 185, 47.7, 214, 38.1, 241, 32.7, 270, 30.4, 304, 26.3 
515279,C, H, 2005-07-17,7, 2, 53.4, 24.1, -0.8, 0.0027, 9, 4.5, 10508, 49.9, 43.86, 59, 39, 87, 39, 115, 44.5, 150, 44, 178, 32.7, 213, 30.9, 242, 29.1, 269, 19.1, 298, 22.7 ,,
515298,C, H, 2005-08-01,8, 2, 50.2, 26.4, -0.8, 0.0011, 9, 4.3, 12390, 75.8, 44.98, 44, 35.4, 72, 42.2, 100, 39.5, 135, 41.8, 163, 49, 198, 42.2, 227, 41.3, 254, 36.3, 283, 34 ,,
515304,C, H, 2005-07-18,7, 2, 43.2, 22.6, -0.8, 0.0014, 9, 3.2, 10170, 61.6, 38.26, 58, 40.4, 86, 36.8, 114, 29.5, 149, 36.3, 177, 34.5, 212, 34, 241, 32.7, 268, 31.8, 297, 23.6 ,,
515306,C, H, 2005-07-03,7, 2, 44.6, 23.9, -0.8, 0.0018, 9, 4.2, 9929, 58.8, 38.41, 10, 29.5, 73, 35.9, 101, 29.5, 129, 39.5, 164, 38.6, 192, 37.7, 227, 28.1, 256, 25, 283, 25 ,,
515316,C, H, 2005-08-06,8, 2, 50.2, 26.4, -0.8, 0.0016, 9, 5.3, 11409, 65.1, 43.25, 39, 32.7, 67, 37.2, 95, 40.9, 130, 44.9, 158, 40.9, 193, 41.8, 222, 40, 249, 37.2, 278, 25.9 ,,
515332,C, H, 2005-08-04,8, 2, 48.5, 23.3, -0.8, 0.0012, 9, 4.5, 11811, 67, 43.5, 41, 43.1, 69, 41.3, 97, 37.2, 132, 42.7, 160, 41.8, 195, 49, 224, 33.1, 251, 35, 280, 31.8 ,,
515339,C, H, 2005-08-13,8, 2, 56.2, 26, -0.8, 0.0011, 9, 6, 13852, 74.6, 50.39, 32, 44.5, 60, 53.1, 88, 39.5, 123, 50.8, 151, 44.9, 186, 47.7, 215, 56.3, 242, 41.3, 271, 35.4 ,,
515357,C, H, 2005-08-15,8, 2, 50.2, 26.4, -0.8, 0.0012, 10, 6.5, 12107, 72.3, 44.47, 30, 31.3, 58, 37.2, 86, 35.4, 121, 34.5, 149, 47.2, 184, 44, 213, 41.8, 240, 44.5, 269, 31.8, 303, 32.2 
515358,C, H, 2005-07-20,7, 2, 56.3, 24.6, -0.8, 0.0017, 9, 5.6, 12650, 60.8, 48.56, 56, 44, 84, 45.9, 112, 43.6, 147, 50.4, 175, 49, 210, 40.9, 239, 41.3, 266, 35.4, 295, 22.2 ,,
515361,C, H, 2005-08-16,8, 2, 29.7, 24.4, -0.8, 0.0008, 10, 5.3, 7717, 80.1, 27.44, 29, 19.1, 57, 30.4, 85, 20.9, 120, 27.7, 148, 29.1, 183, 31.8, 212, 33.6, 239, 25.9, 268, 22.2, 302, 15 
515368,C, H, 2005-08-06,8, 2, 50.2, 26.4, -0.8, 0.0012, 9, 6.3, 12107, 72.3, 44.47, 39, 35.9, 67, 33.6, 95, 35.4, 130, 45.4, 158, 40.9, 193, 44.9, 222, 36.8, 249, 44, 278, 30 ,,
515376,C, H, 2005-08-15,8, 2, 43.3, 23.7, -0.8, 0.0017, 10, 2.5, 9850, 60.3, 37.68, 30, 34, 58, 37.7, 86, 33.6, 121, 35.4, 149, 38.1, 184, 35.4, 213, 31.3, 240, 29.5, 269, 26.3, 303, 22.7 
515379,C, H, 2005-08-19,8, 2, 58.5, 26.4, -0.8, 0.0009, 10, 5.3, 14735, 78.9, 53.01, 26, 44.5, 54, 47.7, 82, 49, 117, 54.5, 145, 49.9, 180, 49.9, 209, 42.7, 236, 48.1, 265, 57.2, 299, 35.9 
515751,B, H, 2006-12-25,12, 1, 53.6, 32.8, -0.5, 0.0019, 10, 4.7, 11554, 69.8, 44.16, 16, 38.1, 51, 35.9, 80, 50.8, 108, 37.2, 135, 47.2, 170, 41.8, 198, 37.2, 233, 34, 261, 26.8, 290, 31.8 
515853,B, H, 2006-11-25,11, 1, 37.6, 32.1, -0.5, 0.0007, 10, 4.5, 9756, 100.7, 34.4, 19, 35, 46, 26.8, 81, 29.1, 110, 31.3, 138, 32.7, 165, 39, 200, 37.7, 228, 33.6, 263, 33.1, 291, 26.8 
515884,B, H, 2007-01-03,1, 1, 35.2, 33.1, -0.5, 0.0014, 10, 4.3, 8187, 80.3, 30.11, 7, 21.8, 42, 23.2, 71, 32.7, 99, 25.4, 126, 33.1, 161, 34.5, 189, 30.9, 224, 28.1, 252, 18.2, 281, 20.9 
515893,B, H, 2006-10-07,10, 1, 49.2, 31, -0.5, 0.001, 9, 3.8, 12141, 86.3, 43.68, 39, 40.4, 68, 46.8, 95, 38.1, 130, 40.9, 159, 42.7, 187, 42.2, 214, 45.4, 249, 40.9, 277, 30.9 ,,
515897,B, H, 2006-11-04,11, 1, 47.8, 33, -0.5, 0.0011, 10, 4.8, 11678, 88.5, 42.07, 11, 33.1, 40, 38.6, 67, 37.7, 102, 35.4, 131, 45.9, 159, 44.9, 186, 41.8, 221, 43.1, 249, 27.2, 284, 35.9 
515898,B, H, 2006-10-09,10, 1, 42.2, 36.4, -0.5, 0.0008, 9, 10.2, 10625, 103.6, 37.66, 37, 6.4, 66, 32.7, 93, 30.4, 128, 36.3, 157, 40.4, 185, 39.5, 212, 44, 247, 30, 275, 30.9 ,,
515899,B, H, 2006-10-23,10, 1, 43.6, 32.7, -0.5, 0.0007, 10, 3, 11268, 101.2, 39.76, 23, 30, 52, 38.1, 79, 40.9, 114, 34.5, 143, 42.7, 171, 40.9, 198, 41.8, 233, 33.6, 261, 38.6, 296, 32.7 
515916,B, H, 2006-10-19,10, 1, 49.2, 29.5, -0.5, 0.0007, 10, 2.3, 12835, 95.2, 45.28, 27, 39, 56, 47.2, 83, 43.1, 118, 41.8, 147, 42.7, 175, 44.9, 202, 47.7, 237, 41.3, 265, 40.9, 300, 39.5 
515917,B, H, 2006-10-05,10, 1, 38.3, 33.9, -0.5, 0.0003, 10, 3.3, 10563, 137.1, 36.64, 6, 18.6, 41, 28.6, 70, 35, 97, 38.1, 132, 37.2, 161, 42.2, 189, 38.6, 216, 36.3, 251, 37.2, 279, 29.5 
515926,B, H, 2006-12-04,12, 1, 38.5, 28.9, -0.5, 0.0017, 10, 5.4, 8645, 68.2, 32.76, 10, 28.6, 37, 34.5, 72, 28.6, 101, 22.2, 129, 29.5, 156, 35.4, 191, 33.6, 219, 28.1, 254, 29.1, 282, 15.4 
515935,B, H, 2006-11-11,11, 1, 40, 35, -0.5, 0.0013, 10, 7.7, 9407, 85.6, 34.29, 33, 29.5, 60, 28.1, 95, 30.9, 124, 30.4, 152, 53.6, 179, 36.8, 214, 24.5, 242, 29.1, 277, 28.1, 305, 20.4 
515936,B, H, 2006-10-12,10, 1, 42.1, 31.4, -0.5, 0.0008, 8, 2.5, 10677, 92.8, 37.99, 34, 35, 63, 37.7, 90, 34.5, 125, 35.9, 154, 40.4, 182, 40, 209, 32.7, 244, 34.5 ,,,,
515938,B, H, 2006-10-10,10, 1, 38.3, 36.6, -0.5, 0.0003, 9, 4.4, 10366, 134.8, 36.09, 36, 20.9, 65, 32.7, 92, 32.7, 127, 33.6, 156, 39, 184, 40.9, 211, 39, 246, 33.6, 274, 32.2 ,,
515939,B, H, 2006-12-04,12, 1, 46.6, 32.2, -0.5, 0.0017, 10, 2.9, 10446, 73.3, 39.24, 10, 26.3, 37, 36.8, 72, 40, 101, 38.1, 129, 38.1, 156, 40, 191, 36.8, 219, 32.7, 254, 32.2, 282, 22.2 
515940,B, H, 2006-10-22,10, 1, 49.8, 31.4, -0.5, 0.0008, 10, 3.7, 12755, 95.4, 45.21, 24, 38.1, 53, 45.9, 80, 39, 115, 43.6, 144, 48.1, 172, 40.9, 199, 49.9, 234, 43.6, 262, 39.5, 297, 35.9 
515941,B, H, 2006-10-12,10, 1, 34.3, 28.8, -0.5, 0.0023, 8, 5.8, 7080, 59.9, 28.11, 34, 27.2, 63, 35.4, 90, 20, 125, 27.7, 154, 17.3, 182, 23.6, 209, 30.4, 244, 14.5 ,,,,
515942,B, H, 2006-10-02,10, 1, 39.9, 31.7, -0.5, 0.0009, 10, 3.7, 9980, 90.3, 35.7, 9, 27.7, 44, 31.8, 73, 33.1, 100, 34, 135, 34.5, 164, 39, 192, 31.8, 219, 40, 254, 30.4, 282, 24.5 
515947,B, H, 2006-10-14,10, 1, 44, 24.8, -0.5, 0.0011, 10, 7.6, 10826, 71.9, 39.53, 32, 53.6, 61, 40.4, 88, 36.8, 123, 35.9, 152, 29.5, 180, 40.4, 207, 45.9, 242, 30, 270, 31.8, 305, 23.2 
515948,B, H, 2006-10-23,10, 1, 47.1, 30, -0.5, 0.0008, 9, 2.9, 12020, 90.9, 42.74, 23, 36.8, 52, 42.2, 79, 41.3, 114, 39, 143, 42.7, 171, 40, 198, 43.6, 233, 43.6, 261, 33.1 ,,
515951,B, H, 2006-10-02,10, 1, 38.3, 36.7, -0.5, 0.0011, 10, 4.9, 9203, 92.7, 33.16, 9, 27.2, 44, 30, 73, 22.7, 100, 26.3, 135, 29.1, 164, 35.9, 192, 32.7, 219, 34.5, 254, 31.8, 282, 24.5 
515952,B, H, 2006-10-18,10, 1, 42.4, 31.1, -0.5, 0.0006, 10, 3.1, 11066, 100, 38.96, 28, 31.3, 57, 41.3, 84, 38.1, 119, 34.5, 148, 39, 176, 37.2, 203, 39, 238, 36.8, 266, 41.3, 301, 30 
515954,B, H, 2006-10-19,10, 1, 40.8, 31.7, -0.5, 0.0002, 9, 2.5, 11356, 134, 39.31, 27, 33.6, 56, 37.7, 83, 34, 118, 36.3, 147, 40.9, 175, 39.5, 202, 43.1, 237, 39, 265, 36.8 ,,
515957,B, H, 2006-10-22,10, 1, 48.2, 36.6, -0.5, 0.0008, 10, 4.9, 12170, 104.8, 43.09, 24, 30.9, 53, 42.7, 80, 34.5, 115, 38.6, 144, 49, 172, 44.5, 199, 45.9, 234, 46.3, 262, 38.1, 297, 34 
515958,B, H, 2006-11-27,11, 1, 50.6, 35.9, -0.5, 0.0024, 10, 7.1, 10123, 65.9, 39.86, 17, 22.7, 44, 36.3, 79, 42.7, 108, 43.1, 136, 45.4, 163, 44.5, 198, 27.7, 226, 30.4, 261, 23.6, 289, 14.1 
515960,B, H, 2006-11-16,11, 1, 43.6, 31.5, -0.5, 0.0019, 9, 4.4, 9475, 68.9, 36.2, 28, 34, 55, 32.7, 90, 37.2, 119, 30, 147, 35, 174, 38.1, 209, 35.4, 237, 23.6, 272, 20.4 ,,
515961,B, H, 2006-10-28,10, 1, 47.2, 31, -0.5, 0.0017, 9, 5, 10578, 71.5, 39.85, 18, 32.2, 47, 40, 74, 41.8, 109, 29.1, 138, 43.6, 166, 40, 193, 40, 228, 27.2, 256, 27.7 ,,
515963,B, H, 2006-11-07,11, 1, 45.2, 32.9, -0.5, 0.0014, 10, 4.1, 10532, 80, 38.74, 8, 26.3, 37, 37.2, 64, 31.3, 99, 44.5, 128, 37.2, 156, 39.5, 183, 33.6, 218, 40, 246, 29.5, 281, 26.3 
515964,B, H, 2006-12-07,12, 1, 34.9, 32.1, -0.5, 0.0013, 10, 4.7, 8197, 79.7, 30.11, 7, 19.1, 34, 27.2, 69, 29.5, 98, 26.8, 126, 30, 153, 39, 188, 22.7, 216, 28.6, 251, 28.1, 279, 16.8 
515965,B, H, 2006-11-13,11, 1, 34.3, 31.3, -0.5, 0.0022, 10, 4.1, 7148, 64.2, 27.96, 31, 28.6, 58, 25, 93, 22.2, 122, 28.1, 150, 25, 177, 31.8, 212, 25.9, 240, 18.6, 275, 15.4, 303, 13.6 
515967,B, H, 2006-12-10,12, 1, 38.3, 24.8, -0.5, 0.0011, 10, 7.7, 9416, 71.9, 34.38, 31, 38.6, 66, 28.6, 95, 43.6, 123, 39.5, 150, 35.4, 185, 44, 213, 29.1, 248, 27.7, 276, 20, 305, 15.4 
515968,B, H, 2006-11-21,11, 1, 45.8, 30.1, -0.5, 0.0017, 10, 2.2, 10182, 69, 38.64, 23, 36.3, 50, 35.9, 85, 38.6, 114, 35.4, 142, 38.6, 169, 31.3, 204, 33.6, 232, 33.1, 267, 29.1, 295, 24.5 
515969,B, H, 2006-11-05,11, 1, 38.3, 24.8, -0.5, 0.0007, 10, 4, 9974, 82.1, 35.4, 10, 34.5, 39, 35.4, 66, 32.2, 101, 30.9, 130, 32.7, 158, 30.9, 185, 38.1, 220, 32.7, 248, 29.5, 283, 29.5 
515970,B, H, 2006-12-08,12, 1, 47.8, 34.1, -0.5, 0.0011, 10, 4, 11546, 88.6, 41.7, 6, 28.6, 33, 34, 68, 39, 97, 44.9, 125, 36.3, 152, 47.2, 187, 44.5, 215, 36.3, 250, 35.9, 278, 30 
515971,B, H, 2006-11-11,11, 1, 44.8, 29.7, -0.5, 0.001, 10, 2.5, 11037, 82.9, 39.86, 33, 36.8, 60, 42.2, 95, 35.9, 124, 35.4, 152, 40, 179, 40.9, 214, 37.2, 242, 32.7, 277, 31.8, 305, 33.6 
515972,B, H, 2006-12-15,12, 1, 42.8, 30.8, -0.5, 0.0024, 10, 5.4, 8620, 60.4, 34.46, 26, 29.5, 61, 37.2, 90, 33.6, 118, 30.4, 145, 26.3, 180, 35.4, 208, 30.4, 243, 30, 271, 10.9, 300, 16.3 
515974,B, H, 2006-12-15,12, 1, 41.8, 33.9, -0.5, 0.0011, 10, 4.5, 10068, 87.9, 36.4, 26, 25, 61, 38.1, 90, 36.3, 118, 33.6, 145, 41.8, 180, 41.8, 208, 30.9, 243, 34.5, 271, 27.2, 300, 24.5 
515975,B, H, 2006-12-23,12, 1, 41.7, 32.3, -0.5, 0.0018, 10, 2.6, 9082, 70.2, 34.58, 18, 27.2, 53, 31.3, 82, 38.1, 110, 31.8, 137, 37.2, 172, 31.8, 200, 30, 235, 26.3, 263, 22.7, 292, 22.7 
515976,B, H, 2006-11-19,11, 1, 37, 31.8, -0.5, 0.001, 10, 5.4, 9168, 88.6, 32.91, 25, 30.9, 52, 30.9, 87, 30.9, 116, 21.8, 144, 32.7, 171, 39, 206, 37.7, 234, 32.7, 269, 27.2, 297, 21.8 
