lactkey,Farm,Breed,CalveDate,Parity,monthinm,dim,milk
4494556,H, H, 2007-06-18, 1,4, 95, 35
4494557,H, H, 2007-07-14, 1,4, 101, 25
4494557,H, H, 2007-07-14, 1,5, 130, 27.2
4494557,H, H, 2007-07-14, 1,1, 14, 20.9
4494557,H, H, 2007-07-14, 1,6, 159, 22.7
4494557,H, H, 2007-07-14, 1,7, 194, 24.5
4494557,H, H, 2007-07-14, 1,8, 221, 20.4
4494557,H, H, 2007-07-14, 1,9, 251, 25.4
4494557,H, H, 2007-07-14, 1,10, 287, 23.6 
4494557,H, H, 2007-07-14, 1,2, 40, 26.3
4494557,H, H, 2007-07-14, 1,3, 69, 23.2
4494558,H, H, 2007-06-24, 1,10,,
4494558,H, H, 2007-06-24, 1,4, 121, 26.8
4494558,H, H, 2007-06-24, 1,5, 150, 24.5
4494558,H, H, 2007-06-24, 1,6, 179, 24.5
4494558,H, H, 2007-06-24, 1,7, 214, 17.3
4494558,H, H, 2007-06-24, 1,8, 241, 24.1
4494558,H, H, 2007-06-24, 1,9, 271, 27.2 
4494558,H, H, 2007-06-24, 1,1, 34, 24.5
4494558,H, H, 2007-06-24, 1,2, 60, 22.2
4494558,H, H, 2007-06-24, 1,3, 89, 20.4
4494559,H, H, 2007-07-27, 1,4, 117, 37.2
4494559,H, H, 2007-07-27, 1,5, 146, 38.1
4494559,H, H, 2007-07-27, 1,6, 181, 36.8
4494559,H, H, 2007-07-27, 1,7, 208, 50.8
4494559,H, H, 2007-07-27, 1,8, 238, 38.6
4494559,H, H, 2007-07-27, 1,1, 27, 35.4
4494559,H, H, 2007-07-27, 1,9, 274, 35.4
4494559,H, H, 2007-07-27, 1,10, 300, 36.8 
4494559,H, H, 2007-07-27, 1,2, 56, 40.9
4494559,H, H, 2007-07-27, 1,3, 88, 40.4
4494560,H, H, 2007-06-08, 1,4, 105, 31.8
4494560,H, H, 2007-06-08, 1,5, 137, 10
4494560,H, H, 2007-06-08, 1,6, 166, 27.2
4494560,H, H, 2007-06-08, 1,1, 19, 15
4494560,H, H, 2007-06-08, 1,7, 195, 25.4
4494560,H, H, 2007-06-08, 1,8, 230, 30.4
4494560,H, H, 2007-06-08, 1,9, 257, 28.6
4494560,H, H, 2007-06-08, 1,10, 287, 30.4 
4494560,H, H, 2007-06-08, 1,2, 50, 30
4494560,H, H, 2007-06-08, 1,3, 76, 31.8
4494561,H, H, 2007-07-31, 1,4, 113, 23.2
4494561,H, H, 2007-07-31, 1,5, 142, 19.1
4494561,H, H, 2007-07-31, 1,6, 177, 20.4
4494561,H, H, 2007-07-31, 1,7, 204, 19.5
4494561,H, H, 2007-07-31, 1,1, 23, 26.3
4494561,H, H, 2007-07-31, 1,8, 234, 19.1
4494561,H, H, 2007-07-31, 1,9, 270, 16.3
4494561,H, H, 2007-07-31, 1,10, 296, 12.3 
4494561,H, H, 2007-07-31, 1,2, 52, 24.5
4494561,H, H, 2007-07-31, 1,3, 84, 20.4
4494562,H, H, 2007-06-28, 1,10,,
4494562,H, H, 2007-06-28, 1,4, 117, 27.2
4494562,H, H, 2007-06-28, 1,5, 146, 24.5
4494562,H, H, 2007-06-28, 1,6, 175, 24.5
4494562,H, H, 2007-06-28, 1,7, 210, 23.2
4494562,H, H, 2007-06-28, 1,8, 237, 22.2
4494562,H, H, 2007-06-28, 1,9, 267, 19.1 
4494562,H, H, 2007-06-28, 1,1, 30, 22.7
4494562,H, H, 2007-06-28, 1,2, 56, 32.7
4494562,H, H, 2007-06-28, 1,3, 85, 20.4
4494563,H, H, 2007-08-10, 1,4, 103, 30
4494563,H, H, 2007-08-10, 1,1, 13, 19.1
4494563,H, H, 2007-08-10, 1,5, 132, 28.6
4494563,H, H, 2007-08-10, 1,6, 167, 30
4494563,H, H, 2007-08-10, 1,7, 194, 34.5
4494563,H, H, 2007-08-10, 1,8, 224, 31.3
4494563,H, H, 2007-08-10, 1,9, 260, 33.6
4494563,H, H, 2007-08-10, 1,10, 286, 32.2 
4494563,H, H, 2007-08-10, 1,2, 42, 21.3
4494563,H, H, 2007-08-10, 1,3, 74, 27.2
4494564,H, H, 2007-07-25, 1,10,,
4494564,H, H, 2007-07-25, 1,4, 119, 23.2
4494564,H, H, 2007-07-25, 1,5, 148, 24.5
4494564,H, H, 2007-07-25, 1,6, 183, 24.5
4494564,H, H, 2007-07-25, 1,7, 210, 23.6
4494564,H, H, 2007-07-25, 1,8, 240, 23.2
4494564,H, H, 2007-07-25, 1,9, 276, 21.8 
4494564,H, H, 2007-07-25, 1,1, 29, 23.2
4494564,H, H, 2007-07-25, 1,2, 58, 23.2
4494564,H, H, 2007-07-25, 1,3, 90, 25.9
4494566,H, H, 2007-08-23, 1,10,,
4494566,H, H, 2007-08-23, 1,4, 119, 29.1
4494566,H, H, 2007-08-23, 1,5, 154, 31.3
4494566,H, H, 2007-08-23, 1,6, 181, 30.4
4494566,H, H, 2007-08-23, 1,7, 211, 28.1
4494566,H, H, 2007-08-23, 1,8, 247, 32.7
4494566,H, H, 2007-08-23, 1,9, 273, 30.4 
4494566,H, H, 2007-08-23, 1,1, 29, 27.2
4494566,H, H, 2007-08-23, 1,2, 61, 30.4
4494566,H, H, 2007-08-23, 1,3, 90, 27.2
4494567,H, H, 2007-07-21, 1,5, 123, 36.3
4494567,H, H, 2007-07-21, 1,6, 152, 31.8
4494567,H, H, 2007-07-21, 1,7, 187, 31.3
4494567,H, H, 2007-07-21, 1,8, 214, 28.6
4494567,H, H, 2007-07-21, 1,9, 244, 31.3
4494567,H, H, 2007-07-21, 1,10, 280, 30.9 
4494567,H, H, 2007-07-21, 1,2, 33, 33.6
4494567,H, H, 2007-07-21, 1,3, 62, 30.9
4494567,H, H, 2007-07-21, 1,1, 7, 29.1
4494567,H, H, 2007-07-21, 1,4, 94, 31.3
4494570,H, H, 2007-06-27, 1,10,,
4494570,H, H, 2007-06-27, 1,4, 118, 37.2
4494570,H, H, 2007-06-27, 1,5, 147, 31.3
4494570,H, H, 2007-06-27, 1,6, 176, 30
4494570,H, H, 2007-06-27, 1,7, 211, 30
4494570,H, H, 2007-06-27, 1,8, 238, 35.9
4494570,H, H, 2007-06-27, 1,9, 268, 27.2 
4494570,H, H, 2007-06-27, 1,1, 31, 33.6
4494570,H, H, 2007-06-27, 1,2, 57, 36.3
4494570,H, H, 2007-06-27, 1,3, 86, 35
4494572,H, H, 2007-09-20, 1,9,,
4494572,H, H, 2007-09-20, 1,10,,
4494572,H, H, 2007-09-20, 1,4, 126, 28.6
4494572,H, H, 2007-09-20, 1,5, 153, 37.2
4494572,H, H, 2007-09-20, 1,6, 183, 28.6
4494572,H, H, 2007-09-20, 1,7, 219, 31.3
4494572,H, H, 2007-09-20, 1,8, 245, 32.2 
4494572,H, H, 2007-09-20, 1,1, 33, 35.9
4494572,H, H, 2007-09-20, 1,2, 62, 35.4
4494572,H, H, 2007-09-20, 1,3, 91, 39.5
4494574,H, H, 2007-08-27, 1,10,,
4494574,H, H, 2007-08-27, 1,4, 115, 35.4
4494574,H, H, 2007-08-27, 1,5, 150, 36.8
4494574,H, H, 2007-08-27, 1,6, 177, 32.2
4494574,H, H, 2007-08-27, 1,7, 207, 35
4494574,H, H, 2007-08-27, 1,8, 243, 34.5
4494574,H, H, 2007-08-27, 1,1, 25, 29.1
4494574,H, H, 2007-08-27, 1,9, 269, 41.3 
4494574,H, H, 2007-08-27, 1,2, 57, 35.9
4494574,H, H, 2007-08-27, 1,3, 86, 36.3
4494575,H, H, 2007-07-17, 1,1, 11, 20.9
4494575,H, H, 2007-07-17, 1,5, 127, 28.6
4494575,H, H, 2007-07-17, 1,6, 156, 28.6
4494575,H, H, 2007-07-17, 1,7, 191, 28.6
4494575,H, H, 2007-07-17, 1,8, 218, 33.1
4494575,H, H, 2007-07-17, 1,9, 248, 31.3
4494575,H, H, 2007-07-17, 1,10, 284, 30 
4494575,H, H, 2007-07-17, 1,2, 37, 28.6
4494575,H, H, 2007-07-17, 1,3, 66, 32.2
4494575,H, H, 2007-07-17, 1,4, 98, 31.8
4494578,H, H, 2007-09-07, 1,10,,
4494578,H, H, 2007-09-07, 1,4, 104, 24.5
4494578,H, H, 2007-09-07, 1,5, 139, 27.2
4494578,H, H, 2007-09-07, 1,1, 14, 9.5
4494578,H, H, 2007-09-07, 1,6, 166, 27.7
4494578,H, H, 2007-09-07, 1,7, 196, 33.1
4494578,H, H, 2007-09-07, 1,8, 232, 34.5
4494578,H, H, 2007-09-07, 1,9, 258, 31.3 
4494578,H, H, 2007-09-07, 1,2, 46, 24.1
4494578,H, H, 2007-09-07, 1,3, 75, 21.8
4494581,H, H, 2007-09-04, 1,10,,
4494581,H, H, 2007-09-04, 1,4, 107, 32.2
4494581,H, H, 2007-09-04, 1,5, 142, 28.6
4494581,H, H, 2007-09-04, 1,6, 169, 29.1
4494581,H, H, 2007-09-04, 1,1, 17, 30.9
4494581,H, H, 2007-09-04, 1,7, 199, 33.6
4494581,H, H, 2007-09-04, 1,8, 235, 25.9
4494581,H, H, 2007-09-04, 1,9, 261, 30 
4494581,H, H, 2007-09-04, 1,2, 49, 34.5
4494581,H, H, 2007-09-04, 1,3, 78, 39
319920,I, H, 2005-08-11, 1,10,,
319920,I, H, 2005-08-11, 1,1, 10, 18.6
319920,I, H, 2005-08-11, 1,3, 103, 31.8
319920,I, H, 2005-08-11, 1,4, 135, 32.2
319920,I, H, 2005-08-11, 1,5, 169, 32.7
319920,I, H, 2005-08-11, 1,6, 197, 41.8
319920,I, H, 2005-08-11, 1,7, 225, 35.9
319920,I, H, 2005-08-11, 1,8, 252, 32.2
319920,I, H, 2005-08-11, 1,9, 282, 30.9 
319920,I, H, 2005-08-11, 1,2, 77, 26.3
320051,I, H, 2005-08-16, 1,10,,
320051,I, H, 2005-08-16, 1,4, 130, 38.6
320051,I, H, 2005-08-16, 1,5, 164, 47.7
320051,I, H, 2005-08-16, 1,6, 192, 40.4
320051,I, H, 2005-08-16, 1,7, 220, 36.3
320051,I, H, 2005-08-16, 1,8, 247, 35
320051,I, H, 2005-08-16, 1,9, 277, 42.7 
320051,I, H, 2005-08-16, 1,1, 5, 20.4
320051,I, H, 2005-08-16, 1,2, 72, 45.9
320051,I, H, 2005-08-16, 1,3, 98, 17.7
320058,I, H, 2005-09-09, 1,10,,
320058,I, H, 2005-09-09, 1,3, 106, 33.1
320058,I, H, 2005-09-09, 1,4, 140, 37.2
320058,I, H, 2005-09-09, 1,5, 168, 30.9
320058,I, H, 2005-09-09, 1,6, 196, 29.1
320058,I, H, 2005-09-09, 1,7, 223, 29.1
320058,I, H, 2005-09-09, 1,8, 253, 27.7
320058,I, H, 2005-09-09, 1,9, 287, 27.7 
320058,I, H, 2005-09-09, 1,1, 48, 30
320058,I, H, 2005-09-09, 1,2, 74, 29.1
320222,I, H, 2005-09-04, 1,10,,
320222,I, H, 2005-09-04, 1,3, 111, 27.7
320222,I, H, 2005-09-04, 1,4, 145, 34
320222,I, H, 2005-09-04, 1,5, 173, 29.1
320222,I, H, 2005-09-04, 1,6, 201, 30.9
320222,I, H, 2005-09-04, 1,7, 228, 28.6
320222,I, H, 2005-09-04, 1,8, 258, 33.6
320222,I, H, 2005-09-04, 1,9, 292, 26.3 
320222,I, H, 2005-09-04, 1,1, 53, 19.1
320222,I, H, 2005-09-04, 1,2, 79, 24.5
320232,I, B, 2005-09-05, 1,9,,
320232,I, B, 2005-09-05, 1,10,,
320232,I, B, 2005-09-05, 1,3, 122, 26.3
320232,I, B, 2005-09-05, 1,4, 163, 27.7
320232,I, B, 2005-09-05, 1,1, 17, 25.9
320232,I, B, 2005-09-05, 1,5, 197, 25
320232,I, B, 2005-09-05, 1,6, 228, 27.2
320232,I, B, 2005-09-05, 1,7, 261, 29.1
320232,I, B, 2005-09-05, 1,8, 291, 10.9 
320232,I, B, 2005-09-05, 1,2, 60, 28.1
321153,I, H, 2005-09-07, 1,10,,
321153,I, H, 2005-09-07, 1,3, 108, 27.7
321153,I, H, 2005-09-07, 1,4, 142, 29.1
321153,I, H, 2005-09-07, 1,5, 170, 32.2
321153,I, H, 2005-09-07, 1,6, 198, 30
321153,I, H, 2005-09-07, 1,7, 225, 23.2
321153,I, H, 2005-09-07, 1,8, 255, 21.3
321153,I, H, 2005-09-07, 1,9, 289, 26.3 
321153,I, H, 2005-09-07, 1,1, 50, 19.1
321153,I, H, 2005-09-07, 1,2, 76, 35.9
321182,I, H, 2005-09-01, 1,10,,
321182,I, H, 2005-09-01, 1,3, 114, 35.9
321182,I, H, 2005-09-01, 1,4, 148, 30
321182,I, H, 2005-09-01, 1,5, 176, 40
321182,I, H, 2005-09-01, 1,6, 204, 32.2
321182,I, H, 2005-09-01, 1,7, 231, 30.9
321182,I, H, 2005-09-01, 1,8, 261, 27.7
321182,I, H, 2005-09-01, 1,9, 295, 29.1 
321182,I, H, 2005-09-01, 1,1, 56, 31.8
321182,I, H, 2005-09-01, 1,2, 82, 32.2
321212,I, H, 2005-09-01, 1,10,,
321212,I, H, 2005-09-01, 1,3, 114, 35.9
321212,I, H, 2005-09-01, 1,4, 148, 45.4
321212,I, H, 2005-09-01, 1,5, 176, 43.1
321212,I, H, 2005-09-01, 1,6, 204, 44
321212,I, H, 2005-09-01, 1,7, 231, 35
321212,I, H, 2005-09-01, 1,8, 261, 45.4
321212,I, H, 2005-09-01, 1,9, 295, 37.2 
321212,I, H, 2005-09-01, 1,1, 56, 36.3
321212,I, H, 2005-09-01, 1,2, 82, 34.5
321214,I, H, 2005-09-04, 1,10,,
321214,I, H, 2005-09-04, 1,3, 111, 34.5
321214,I, H, 2005-09-04, 1,4, 145, 38.1
321214,I, H, 2005-09-04, 1,5, 173, 37.7
321214,I, H, 2005-09-04, 1,6, 201, 35
321214,I, H, 2005-09-04, 1,7, 228, 37.2
321214,I, H, 2005-09-04, 1,8, 258, 38.6
321214,I, H, 2005-09-04, 1,9, 292, 30.4 
321214,I, H, 2005-09-04, 1,1, 53, 36.3
321214,I, H, 2005-09-04, 1,2, 79, 39
321217,I, H, 2005-09-04, 1,10,,
321217,I, H, 2005-09-04, 1,3, 111, 25.4
321217,I, H, 2005-09-04, 1,4, 145, 32.7
321217,I, H, 2005-09-04, 1,5, 173, 30.4
321217,I, H, 2005-09-04, 1,6, 201, 34.5
321217,I, H, 2005-09-04, 1,7, 228, 30
321217,I, H, 2005-09-04, 1,8, 258, 26.3
321217,I, H, 2005-09-04, 1,9, 292, 26.3 
321217,I, H, 2005-09-04, 1,1, 53, 28.6
321217,I, H, 2005-09-04, 1,2, 79, 25.9
321227,I, H, 2005-09-11, 1,10,,
321227,I, H, 2005-09-11, 1,3, 104, 37.7
321227,I, H, 2005-09-11, 1,4, 138, 37.2
321227,I, H, 2005-09-11, 1,5, 166, 33.6
321227,I, H, 2005-09-11, 1,6, 194, 31.8
321227,I, H, 2005-09-11, 1,7, 221, 27.2
321227,I, H, 2005-09-11, 1,8, 251, 31.8
321227,I, H, 2005-09-11, 1,9, 285, 27.7 
321227,I, H, 2005-09-11, 1,1, 46, 24.5
321227,I, H, 2005-09-11, 1,2, 72, 35
321245,I, H, 2005-08-11, 1,10,,
321245,I, H, 2005-08-11, 1,1, 10, 23.2
321245,I, H, 2005-08-11, 1,3, 103, 27.7
321245,I, H, 2005-08-11, 1,4, 135, 37.7
321245,I, H, 2005-08-11, 1,5, 169, 35.4
321245,I, H, 2005-08-11, 1,6, 197, 37.7
321245,I, H, 2005-08-11, 1,7, 225, 39
321245,I, H, 2005-08-11, 1,8, 252, 24.5
321245,I, H, 2005-08-11, 1,9, 282, 33.1 
321245,I, H, 2005-08-11, 1,2, 77, 32.2
321889,I, H, 2005-08-11, 1,10,,
321889,I, H, 2005-08-11, 1,1, 10, 23.6
321889,I, H, 2005-08-11, 1,3, 103, 29.5
321889,I, H, 2005-08-11, 1,4, 135, 32.2
321889,I, H, 2005-08-11, 1,5, 169, 33.1
321889,I, H, 2005-08-11, 1,6, 197, 32.2
321889,I, H, 2005-08-11, 1,7, 225, 31.8
321889,I, H, 2005-08-11, 1,8, 252, 30.9
321889,I, H, 2005-08-11, 1,9, 282, 30.4 
321889,I, H, 2005-08-11, 1,2, 77, 30
321892,I, H, 2005-09-05, 1,10,,
321892,I, H, 2005-09-05, 1,3, 110, 47.2
321892,I, H, 2005-09-05, 1,4, 144, 49
321892,I, H, 2005-09-05, 1,5, 172, 45.9
321892,I, H, 2005-09-05, 1,6, 200, 45.9
321892,I, H, 2005-09-05, 1,7, 227, 43.1
321892,I, H, 2005-09-05, 1,8, 257, 44
321892,I, H, 2005-09-05, 1,9, 291, 37.2 
321892,I, H, 2005-09-05, 1,1, 52, 30.9
321892,I, H, 2005-09-05, 1,2, 78, 46.3
321897,I, H, 2005-09-02, 1,10,,
321897,I, H, 2005-09-02, 1,3, 113, 53.1
321897,I, H, 2005-09-02, 1,4, 147, 42.2
321897,I, H, 2005-09-02, 1,5, 175, 48.6
321897,I, H, 2005-09-02, 1,6, 203, 43.1
321897,I, H, 2005-09-02, 1,7, 230, 41.3
321897,I, H, 2005-09-02, 1,8, 260, 61.7
321897,I, H, 2005-09-02, 1,9, 294, 54.9 
321897,I, H, 2005-09-02, 1,1, 55, 37.7
321897,I, H, 2005-09-02, 1,2, 81, 36.8
321921,I, H, 2005-09-06, 1,10,,
321921,I, H, 2005-09-06, 1,3, 109, 29.1
321921,I, H, 2005-09-06, 1,4, 143, 31.3
321921,I, H, 2005-09-06, 1,5, 171, 31.8
321921,I, H, 2005-09-06, 1,6, 199, 28.6
321921,I, H, 2005-09-06, 1,7, 226, 35
321921,I, H, 2005-09-06, 1,8, 256, 35.9
321921,I, H, 2005-09-06, 1,9, 290, 33.1 
321921,I, H, 2005-09-06, 1,1, 51, 30
321921,I, H, 2005-09-06, 1,2, 77, 32.2
321922,I, H, 2005-09-06, 1,10,,
321922,I, H, 2005-09-06, 1,3, 109, 32.2
321922,I, H, 2005-09-06, 1,4, 143, 33.1
321922,I, H, 2005-09-06, 1,5, 171, 37.2
321922,I, H, 2005-09-06, 1,6, 199, 35
321922,I, H, 2005-09-06, 1,7, 226, 33.6
321922,I, H, 2005-09-06, 1,8, 256, 38.6
321922,I, H, 2005-09-06, 1,9, 290, 25 
321922,I, H, 2005-09-06, 1,1, 51, 37.7
321922,I, H, 2005-09-06, 1,2, 77, 34.5
321925,I, H, 2005-09-06, 1,10,,
321925,I, H, 2005-09-06, 1,3, 109, 35
321925,I, H, 2005-09-06, 1,4, 143, 32.7
321925,I, H, 2005-09-06, 1,5, 171, 33.1
321925,I, H, 2005-09-06, 1,6, 199, 32.2
321925,I, H, 2005-09-06, 1,7, 226, 30
321925,I, H, 2005-09-06, 1,8, 256, 31.8
321925,I, H, 2005-09-06, 1,9, 290, 21.8 
321925,I, H, 2005-09-06, 1,1, 51, 26.3
321925,I, H, 2005-09-06, 1,2, 77, 30.4
321927,I, H, 2005-09-06, 1,9,,
321927,I, H, 2005-09-06, 1,10,,
321927,I, H, 2005-09-06, 1,3, 109, 40
321927,I, H, 2005-09-06, 1,4, 143, 38.6
321927,I, H, 2005-09-06, 1,5, 171, 32.2
321927,I, H, 2005-09-06, 1,6, 199, 33.1
321927,I, H, 2005-09-06, 1,7, 226, 33.6
321927,I, H, 2005-09-06, 1,8, 256, 31.8 
321927,I, H, 2005-09-06, 1,1, 51, 35
321927,I, H, 2005-09-06, 1,2, 77, 33.6
321930,I, H, 2005-09-06, 1,10,,
321930,I, H, 2005-09-06, 1,3, 109, 29.5
321930,I, H, 2005-09-06, 1,4, 143, 31.3
321930,I, H, 2005-09-06, 1,5, 171, 27.7
321930,I, H, 2005-09-06, 1,6, 199, 23.2
321930,I, H, 2005-09-06, 1,7, 226, 27.2
321930,I, H, 2005-09-06, 1,8, 256, 25.4
321930,I, H, 2005-09-06, 1,9, 290, 20.4 
321930,I, H, 2005-09-06, 1,1, 51, 38.6
321930,I, H, 2005-09-06, 1,2, 77, 29.1
321932,I, H, 2005-09-06, 1,10,,
321932,I, H, 2005-09-06, 1,3, 109, 41.3
321932,I, H, 2005-09-06, 1,4, 143, 38.1
321932,I, H, 2005-09-06, 1,5, 171, 35.9
321932,I, H, 2005-09-06, 1,6, 199, 37.7
321932,I, H, 2005-09-06, 1,7, 226, 36.3
321932,I, H, 2005-09-06, 1,8, 256, 31.8
321932,I, H, 2005-09-06, 1,9, 290, 26.3 
321932,I, H, 2005-09-06, 1,1, 51, 34.5
321932,I, H, 2005-09-06, 1,2, 77, 30.4
322149,I, H, 2005-09-15, 1,10,,
322149,I, H, 2005-09-15, 1,3, 100, 37.7
322149,I, H, 2005-09-15, 1,4, 134, 34.5
322149,I, H, 2005-09-15, 1,5, 162, 33.6
322149,I, H, 2005-09-15, 1,6, 190, 33.6
322149,I, H, 2005-09-15, 1,7, 217, 33.1
322149,I, H, 2005-09-15, 1,8, 247, 33.1
322149,I, H, 2005-09-15, 1,9, 281, 35.9 
322149,I, H, 2005-09-15, 1,1, 42, 34.5
322149,I, H, 2005-09-15, 1,2, 68, 35
322158,I, H, 2005-09-01, 1,10,,
322158,I, H, 2005-09-01, 1,3, 114, 33.1
322158,I, H, 2005-09-01, 1,4, 148, 34
322158,I, H, 2005-09-01, 1,5, 176, 33.6
322158,I, H, 2005-09-01, 1,6, 204, 27.7
322158,I, H, 2005-09-01, 1,7, 231, 33.1
322158,I, H, 2005-09-01, 1,8, 261, 33.6
322158,I, H, 2005-09-01, 1,9, 295, 35.9 
322158,I, H, 2005-09-01, 1,1, 56, 44.5
322158,I, H, 2005-09-01, 1,2, 82, 28.6
322161,I, H, 2005-08-01, 1,10,,
322161,I, H, 2005-08-01, 1,3, 113, 35
322161,I, H, 2005-08-01, 1,4, 145, 39
322161,I, H, 2005-08-01, 1,5, 179, 38.1
322161,I, H, 2005-08-01, 1,1, 20, 20
322161,I, H, 2005-08-01, 1,6, 207, 34.5
322161,I, H, 2005-08-01, 1,7, 235, 41.8
322161,I, H, 2005-08-01, 1,8, 262, 35
322161,I, H, 2005-08-01, 1,9, 292, 25.4 
322161,I, H, 2005-08-01, 1,2, 87, 39
322313,I, H, 2005-09-15, 1,9,,
322313,I, H, 2005-09-15, 1,10,,
322313,I, H, 2005-09-15, 1,3, 100, 30.9
322313,I, H, 2005-09-15, 1,4, 134, 31.8
322313,I, H, 2005-09-15, 1,5, 162, 30.9
322313,I, H, 2005-09-15, 1,6, 190, 30.9
322313,I, H, 2005-09-15, 1,7, 217, 25
322313,I, H, 2005-09-15, 1,8, 247, 33.1 
322313,I, H, 2005-09-15, 1,1, 42, 34.5
322313,I, H, 2005-09-15, 1,2, 68, 28.6
322532,I, H, 2005-09-11, 1,10,,
322532,I, H, 2005-09-11, 1,3, 104, 9.5
322532,I, H, 2005-09-11, 1,4, 138, 15.4
322532,I, H, 2005-09-11, 1,5, 166, 12.3
322532,I, H, 2005-09-11, 1,6, 194, 12.7
322532,I, H, 2005-09-11, 1,7, 221, 14.1
322532,I, H, 2005-09-11, 1,8, 251, 10.9
322532,I, H, 2005-09-11, 1,9, 285, 9.1 
322532,I, H, 2005-09-11, 1,1, 46, 28.6
322532,I, H, 2005-09-11, 1,2, 72, 15.9
322595,I, H, 2005-09-07, 1,10,,
322595,I, H, 2005-09-07, 1,3, 108, 36.3
322595,I, H, 2005-09-07, 1,4, 142, 39.5
322595,I, H, 2005-09-07, 1,5, 170, 39
322595,I, H, 2005-09-07, 1,6, 198, 27.7
322595,I, H, 2005-09-07, 1,7, 225, 31.8
322595,I, H, 2005-09-07, 1,8, 255, 30.4
322595,I, H, 2005-09-07, 1,9, 289, 31.8 
322595,I, H, 2005-09-07, 1,1, 50, 44
322595,I, H, 2005-09-07, 1,2, 76, 35.9
322626,I, H, 2005-08-08, 1,10,,
322626,I, H, 2005-08-08, 1,3, 106, 33.6
322626,I, H, 2005-08-08, 1,1, 13, 21.3
322626,I, H, 2005-08-08, 1,4, 138, 33.1
322626,I, H, 2005-08-08, 1,5, 172, 31.8
322626,I, H, 2005-08-08, 1,6, 200, 32.2
322626,I, H, 2005-08-08, 1,7, 228, 30
322626,I, H, 2005-08-08, 1,8, 255, 30
322626,I, H, 2005-08-08, 1,9, 285, 29.5 
322626,I, H, 2005-08-08, 1,2, 80, 32.2
322643,I, H, 2005-08-30, 1,10,,
322643,I, H, 2005-08-30, 1,3, 116, 15
322643,I, H, 2005-08-30, 1,4, 150, 21.8
322643,I, H, 2005-08-30, 1,5, 178, 16.3
322643,I, H, 2005-08-30, 1,6, 206, 20.9
322643,I, H, 2005-08-30, 1,7, 233, 18.2
322643,I, H, 2005-08-30, 1,8, 263, 13.6
322643,I, H, 2005-08-30, 1,9, 297, 6.8 
322643,I, H, 2005-08-30, 1,1, 58, 30.9
322643,I, H, 2005-08-30, 1,2, 84, 23.6
322676,I, H, 2005-07-22, 1,10,,
322676,I, H, 2005-07-22, 1,3, 123, 35
322676,I, H, 2005-07-22, 1,4, 155, 34.5
322676,I, H, 2005-07-22, 1,5, 189, 41.3
322676,I, H, 2005-07-22, 1,6, 217, 37.2
322676,I, H, 2005-07-22, 1,7, 245, 32.2
322676,I, H, 2005-07-22, 1,8, 272, 31.8
322676,I, H, 2005-07-22, 1,1, 30, 30
322676,I, H, 2005-07-22, 1,9, 302, 26.3 
322676,I, H, 2005-07-22, 1,2, 97, 52.7
322678,I, H, 2005-08-30, 1,10,,
322678,I, H, 2005-08-30, 1,3, 116, 36.3
322678,I, H, 2005-08-30, 1,4, 150, 40.9
322678,I, H, 2005-08-30, 1,5, 178, 30.9
322678,I, H, 2005-08-30, 1,6, 206, 36.3
322678,I, H, 2005-08-30, 1,7, 233, 35.9
322678,I, H, 2005-08-30, 1,8, 263, 35.9
322678,I, H, 2005-08-30, 1,9, 297, 31.8 
322678,I, H, 2005-08-30, 1,1, 58, 30.9
322678,I, H, 2005-08-30, 1,2, 84, 35
322681,I, H, 2005-08-09, 1,10,,
322681,I, H, 2005-08-09, 1,3, 105, 35.9
322681,I, H, 2005-08-09, 1,1, 12, 23.2
322681,I, H, 2005-08-09, 1,4, 137, 34.5
322681,I, H, 2005-08-09, 1,5, 171, 39.5
322681,I, H, 2005-08-09, 1,6, 199, 39
322681,I, H, 2005-08-09, 1,7, 227, 31.8
322681,I, H, 2005-08-09, 1,8, 254, 26.3
322681,I, H, 2005-08-09, 1,9, 284, 20.4 
322681,I, H, 2005-08-09, 1,2, 79, 33.1
322689,I, H, 2005-08-01, 1,10,,
322689,I, H, 2005-08-01, 1,3, 113, 37.7
322689,I, H, 2005-08-01, 1,4, 145, 27.7
322689,I, H, 2005-08-01, 1,5, 179, 32.7
322689,I, H, 2005-08-01, 1,1, 20, 13.2
322689,I, H, 2005-08-01, 1,6, 207, 31.8
322689,I, H, 2005-08-01, 1,7, 235, 29.1
322689,I, H, 2005-08-01, 1,8, 262, 30.9
322689,I, H, 2005-08-01, 1,9, 292, 31.8 
322689,I, H, 2005-08-01, 1,2, 87, 30
322695,I, H, 2005-09-07, 1,10,,
322695,I, H, 2005-09-07, 1,3, 108, 38.6
322695,I, H, 2005-09-07, 1,4, 142, 38.6
322695,I, H, 2005-09-07, 1,5, 170, 40.4
322695,I, H, 2005-09-07, 1,6, 198, 40.4
322695,I, H, 2005-09-07, 1,7, 225, 33.6
322695,I, H, 2005-09-07, 1,8, 255, 42.7
322695,I, H, 2005-09-07, 1,9, 289, 35.9 
322695,I, H, 2005-09-07, 1,1, 50, 33.6
322695,I, H, 2005-09-07, 1,2, 76, 47.7
322703,I, H, 2005-09-09, 1,10,,
322703,I, H, 2005-09-09, 1,3, 106, 29.1
322703,I, H, 2005-09-09, 1,4, 140, 42.2
322703,I, H, 2005-09-09, 1,5, 168, 48.6
