lactkey,Farm,Breed,CalveDate,Parity,monthinm,dim,milk
5212652,P, H, 2005-07-08, 1,7, 291, 30.9 
5212652,P, H, 2005-07-08, 1,1, 39, 31.3
5212652,P, H, 2005-07-08, 1,2, 78, 25.9
5212655,P, H, 2005-09-01, 1,8,,
5212655,P, H, 2005-09-01, 1,9,,
5212655,P, H, 2005-09-01, 1,10,,
5212655,P, H, 2005-09-01, 1,3, 107, 30.4
5212655,P, H, 2005-09-01, 1,4, 149, 31.8
5212655,P, H, 2005-09-01, 1,5, 191, 36.3
5212655,P, H, 2005-09-01, 1,1, 23, 27.2
5212655,P, H, 2005-09-01, 1,6, 236, 33.1
5212655,P, H, 2005-09-01, 1,7, 278, 33.1 
5212655,P, H, 2005-09-01, 1,2, 65, 32.2
5212658,P, H, 2005-11-19, 1,8,,
5212658,P, H, 2005-11-19, 1,9,,
5212658,P, H, 2005-11-19, 1,10,,
5212658,P, H, 2005-11-19, 1,3, 112, 32.7
5212658,P, H, 2005-11-19, 1,4, 157, 36.8
5212658,P, H, 2005-11-19, 1,5, 199, 29.5
5212658,P, H, 2005-11-19, 1,6, 238, 21.8
5212658,P, H, 2005-11-19, 1,1, 28, 31.8
5212658,P, H, 2005-11-19, 1,7, 280, 23.6 
5212658,P, H, 2005-11-19, 1,2, 70, 31.8
5212661,P, H, 2005-09-30, 1,8,,
5212661,P, H, 2005-09-30, 1,9,,
5212661,P, H, 2005-09-30, 1,10,,
5212661,P, H, 2005-09-30, 1,3, 120, 42.7
5212661,P, H, 2005-09-30, 1,4, 162, 44
5212661,P, H, 2005-09-30, 1,5, 207, 44.5
5212661,P, H, 2005-09-30, 1,6, 249, 54.5
5212661,P, H, 2005-09-30, 1,7, 288, 42.7 
5212661,P, H, 2005-09-30, 1,1, 36, 39.5
5212661,P, H, 2005-09-30, 1,2, 78, 34
5212667,P, H, 2005-10-29, 1,9,,
5212667,P, H, 2005-10-29, 1,10,,
5212667,P, H, 2005-10-29, 1,4, 133, 35
5212667,P, H, 2005-10-29, 1,5, 178, 44.5
5212667,P, H, 2005-10-29, 1,6, 220, 35.4
5212667,P, H, 2005-10-29, 1,7, 259, 37.7
5212667,P, H, 2005-10-29, 1,8, 301, 40.9 
5212667,P, H, 2005-10-29, 1,2, 49, 37.7
5212667,P, H, 2005-10-29, 1,1, 7, 22.2
5212667,P, H, 2005-10-29, 1,3, 91, 45.4
5212671,P, H, 2005-09-23, 1,8,,
5212671,P, H, 2005-09-23, 1,9,,
5212671,P, H, 2005-09-23, 1,10,,
5212671,P, H, 2005-09-23, 1,3, 127, 44
5212671,P, H, 2005-09-23, 1,4, 169, 35
5212671,P, H, 2005-09-23, 1,5, 214, 41.8
5212671,P, H, 2005-09-23, 1,6, 256, 37.7
5212671,P, H, 2005-09-23, 1,7, 295, 28.6 
5212671,P, H, 2005-09-23, 1,1, 43, 29.5
5212671,P, H, 2005-09-23, 1,2, 85, 42.2
5212680,P, H, 2005-07-23, 1,8,,
5212680,P, H, 2005-07-23, 1,9,,
5212680,P, H, 2005-07-23, 1,10,,
5212680,P, H, 2005-07-23, 1,3, 105, 39.5
5212680,P, H, 2005-07-23, 1,4, 147, 37.7
5212680,P, H, 2005-07-23, 1,5, 189, 41.3
5212680,P, H, 2005-07-23, 1,6, 231, 45.4
5212680,P, H, 2005-07-23, 1,1, 24, 36.8
5212680,P, H, 2005-07-23, 1,7, 276, 41.8 
5212680,P, H, 2005-07-23, 1,2, 63, 40.9
5212686,P, H, 2005-07-03, 1,8,,
5212686,P, H, 2005-07-03, 1,9,,
5212686,P, H, 2005-07-03, 1,10,,
5212686,P, H, 2005-07-03, 1,3, 125, 32.2
5212686,P, H, 2005-07-03, 1,4, 167, 25.9
5212686,P, H, 2005-07-03, 1,5, 209, 39
5212686,P, H, 2005-07-03, 1,6, 251, 40.4
5212686,P, H, 2005-07-03, 1,7, 296, 36.8 
5212686,P, H, 2005-07-03, 1,1, 44, 45.9
5212686,P, H, 2005-07-03, 1,2, 83, 35.9
5212697,P, H, 2005-07-16, 1,8,,
5212697,P, H, 2005-07-16, 1,9,,
5212697,P, H, 2005-07-16, 1,10,,
5212697,P, H, 2005-07-16, 1,3, 112, 35.9
5212697,P, H, 2005-07-16, 1,4, 154, 24.5
5212697,P, H, 2005-07-16, 1,5, 196, 31.8
5212697,P, H, 2005-07-16, 1,6, 238, 35
5212697,P, H, 2005-07-16, 1,7, 283, 36.8 
5212697,P, H, 2005-07-16, 1,1, 31, 31.3
5212697,P, H, 2005-07-16, 1,2, 70, 32.2
5212699,P, H, 2005-12-16, 1,8,,
5212699,P, H, 2005-12-16, 1,9,,
5212699,P, H, 2005-12-16, 1,10,,
5212699,P, H, 2005-12-16, 1,3, 130, 34.5
5212699,P, H, 2005-12-16, 1,4, 172, 30.9
5212699,P, H, 2005-12-16, 1,5, 211, 19.5
5212699,P, H, 2005-12-16, 1,6, 253, 31.8
5212699,P, H, 2005-12-16, 1,7, 295, 27.2 
5212699,P, H, 2005-12-16, 1,1, 43, 26.8
5212699,P, H, 2005-12-16, 1,2, 85, 30
5212701,P, H, 2005-07-26, 1,8,,
5212701,P, H, 2005-07-26, 1,9,,
5212701,P, H, 2005-07-26, 1,10,,
5212701,P, H, 2005-07-26, 1,3, 102, 29.5
5212701,P, H, 2005-07-26, 1,4, 144, 30.4
5212701,P, H, 2005-07-26, 1,5, 186, 28.1
5212701,P, H, 2005-07-26, 1,1, 21, 25
5212701,P, H, 2005-07-26, 1,6, 228, 32.7
5212701,P, H, 2005-07-26, 1,7, 273, 36.8 
5212701,P, H, 2005-07-26, 1,2, 60, 42.2
5212704,P, H, 2005-09-13, 1,9,,
5212704,P, H, 2005-09-13, 1,10,,
5212704,P, H, 2005-09-13, 1,1, 11, 7.3
5212704,P, H, 2005-09-13, 1,4, 137, 25.9
5212704,P, H, 2005-09-13, 1,5, 179, 24.1
5212704,P, H, 2005-09-13, 1,6, 224, 15
5212704,P, H, 2005-09-13, 1,7, 266, 25
5212704,P, H, 2005-09-13, 1,8, 305, 16.8 
5212704,P, H, 2005-09-13, 1,2, 53, 15.9
5212704,P, H, 2005-09-13, 1,3, 95, 20.9
5212707,P, H, 2005-08-14, 1,8,,
5212707,P, H, 2005-08-14, 1,9,,
5212707,P, H, 2005-08-14, 1,10,,
5212707,P, H, 2005-08-14, 1,3, 125, 32.7
5212707,P, H, 2005-08-14, 1,4, 167, 28.1
5212707,P, H, 2005-08-14, 1,5, 209, 31.3
5212707,P, H, 2005-08-14, 1,6, 254, 29.5
5212707,P, H, 2005-08-14, 1,7, 296, 25 
5212707,P, H, 2005-08-14, 1,1, 41, 22.2
5212707,P, H, 2005-08-14, 1,2, 83, 27.2
5212713,P, H, 2005-07-19, 1,8,,
5212713,P, H, 2005-07-19, 1,9,,
5212713,P, H, 2005-07-19, 1,10,,
5212713,P, H, 2005-07-19, 1,3, 109, 39.5
5212713,P, H, 2005-07-19, 1,4, 151, 34
5212713,P, H, 2005-07-19, 1,5, 193, 39
5212713,P, H, 2005-07-19, 1,6, 235, 35
5212713,P, H, 2005-07-19, 1,1, 28, 38.1
5212713,P, H, 2005-07-19, 1,7, 280, 39.5 
5212713,P, H, 2005-07-19, 1,2, 67, 27.2
5212716,P, H, 2005-08-25, 1,8,,
5212716,P, H, 2005-08-25, 1,9,,
5212716,P, H, 2005-08-25, 1,10,,
5212716,P, H, 2005-08-25, 1,3, 114, 31.8
5212716,P, H, 2005-08-25, 1,4, 156, 35.4
5212716,P, H, 2005-08-25, 1,5, 198, 36.3
5212716,P, H, 2005-08-25, 1,6, 243, 34.5
5212716,P, H, 2005-08-25, 1,7, 285, 27.2 
5212716,P, H, 2005-08-25, 1,1, 30, 35.9
5212716,P, H, 2005-08-25, 1,2, 72, 30.9
5212724,P, H, 2005-08-30, 1,8,,
5212724,P, H, 2005-08-30, 1,9,,
5212724,P, H, 2005-08-30, 1,10,,
5212724,P, H, 2005-08-30, 1,3, 109, 35
5212724,P, H, 2005-08-30, 1,4, 151, 35.4
5212724,P, H, 2005-08-30, 1,5, 193, 37.7
5212724,P, H, 2005-08-30, 1,6, 238, 38.1
5212724,P, H, 2005-08-30, 1,1, 25, 30.9
5212724,P, H, 2005-08-30, 1,7, 280, 33.1 
5212724,P, H, 2005-08-30, 1,2, 67, 34.5
5212727,P, H, 2006-01-07, 1,8,,
5212727,P, H, 2006-01-07, 1,9,,
5212727,P, H, 2006-01-07, 1,10,,
5212727,P, H, 2006-01-07, 1,3, 108, 38.1
5212727,P, H, 2006-01-07, 1,4, 150, 34
5212727,P, H, 2006-01-07, 1,5, 189, 27.2
5212727,P, H, 2006-01-07, 1,1, 21, 24.5
5212727,P, H, 2006-01-07, 1,6, 231, 30.4
5212727,P, H, 2006-01-07, 1,7, 273, 24.5 
5212727,P, H, 2006-01-07, 1,2, 63, 35
5212732,P, H, 2005-08-05, 1,9,,
5212732,P, H, 2005-08-05, 1,10,,
5212732,P, H, 2005-08-05, 1,1, 11, 31.3
5212732,P, H, 2005-08-05, 1,4, 134, 42.2
5212732,P, H, 2005-08-05, 1,5, 176, 46.3
5212732,P, H, 2005-08-05, 1,6, 218, 45.4
5212732,P, H, 2005-08-05, 1,7, 263, 40.4
5212732,P, H, 2005-08-05, 1,8, 305, 40.9 
5212732,P, H, 2005-08-05, 1,2, 50, 40.9
5212732,P, H, 2005-08-05, 1,3, 92, 42.2
5212734,P, H, 2005-07-13, 1,8,,
5212734,P, H, 2005-07-13, 1,9,,
5212734,P, H, 2005-07-13, 1,10,,
5212734,P, H, 2005-07-13, 1,3, 115, 34.5
5212734,P, H, 2005-07-13, 1,4, 157, 40
5212734,P, H, 2005-07-13, 1,5, 199, 37.7
5212734,P, H, 2005-07-13, 1,6, 241, 41.3
5212734,P, H, 2005-07-13, 1,7, 286, 33.1 
5212734,P, H, 2005-07-13, 1,1, 34, 25
5212734,P, H, 2005-07-13, 1,2, 73, 27.2
5212743,P, H, 2005-10-26, 1,9,,
5212743,P, H, 2005-10-26, 1,10,,
5212743,P, H, 2005-10-26, 1,1, 10, 22.2
5212743,P, H, 2005-10-26, 1,4, 136, 30
5212743,P, H, 2005-10-26, 1,5, 181, 36.8
5212743,P, H, 2005-10-26, 1,6, 223, 27.2
5212743,P, H, 2005-10-26, 1,7, 262, 30.9
5212743,P, H, 2005-10-26, 1,8, 304, 25 
5212743,P, H, 2005-10-26, 1,2, 52, 42.2
5212743,P, H, 2005-10-26, 1,3, 94, 34
5212746,P, H, 2006-01-05, 1,8,,
5212746,P, H, 2006-01-05, 1,9,,
5212746,P, H, 2006-01-05, 1,10,,
5212746,P, H, 2006-01-05, 1,3, 110, 36.8
5212746,P, H, 2006-01-05, 1,4, 152, 37.7
5212746,P, H, 2006-01-05, 1,5, 191, 32.2
5212746,P, H, 2006-01-05, 1,1, 23, 26.8
5212746,P, H, 2006-01-05, 1,6, 233, 27.7
5212746,P, H, 2006-01-05, 1,7, 275, 31.8 
5212746,P, H, 2006-01-05, 1,2, 65, 40.4
5212749,P, H, 2005-08-24, 1,8,,
5212749,P, H, 2005-08-24, 1,9,,
5212749,P, H, 2005-08-24, 1,10,,
5212749,P, H, 2005-08-24, 1,3, 115, 32.7
5212749,P, H, 2005-08-24, 1,4, 157, 31.8
5212749,P, H, 2005-08-24, 1,5, 199, 39
5212749,P, H, 2005-08-24, 1,6, 244, 38.1
5212749,P, H, 2005-08-24, 1,7, 286, 35.4 
5212749,P, H, 2005-08-24, 1,1, 31, 30
5212749,P, H, 2005-08-24, 1,2, 73, 33.6
5212752,P, H, 2005-09-26, 1,8,,
5212752,P, H, 2005-09-26, 1,9,,
5212752,P, H, 2005-09-26, 1,10,,
5212752,P, H, 2005-09-26, 1,3, 124, 34
5212752,P, H, 2005-09-26, 1,4, 166, 42.7
5212752,P, H, 2005-09-26, 1,5, 211, 41.8
5212752,P, H, 2005-09-26, 1,6, 253, 36.3
5212752,P, H, 2005-09-26, 1,7, 292, 28.6 
5212752,P, H, 2005-09-26, 1,1, 40, 35.9
5212752,P, H, 2005-09-26, 1,2, 82, 30.4
5212757,P, H, 2005-10-03, 1,8,,
5212757,P, H, 2005-10-03, 1,9,,
5212757,P, H, 2005-10-03, 1,10,,
5212757,P, H, 2005-10-03, 1,3, 117, 42.7
5212757,P, H, 2005-10-03, 1,4, 159, 45.4
5212757,P, H, 2005-10-03, 1,5, 204, 38.1
5212757,P, H, 2005-10-03, 1,6, 246, 36.3
5212757,P, H, 2005-10-03, 1,7, 285, 33.6 
5212757,P, H, 2005-10-03, 1,1, 33, 35.9
5212757,P, H, 2005-10-03, 1,2, 75, 35
5212762,P, H, 2005-10-12, 1,8,,
5212762,P, H, 2005-10-12, 1,9,,
5212762,P, H, 2005-10-12, 1,10,,
5212762,P, H, 2005-10-12, 1,3, 108, 35.4
5212762,P, H, 2005-10-12, 1,4, 150, 40.4
5212762,P, H, 2005-10-12, 1,5, 195, 41.8
5212762,P, H, 2005-10-12, 1,6, 237, 31.8
5212762,P, H, 2005-10-12, 1,1, 24, 39.5
5212762,P, H, 2005-10-12, 1,7, 276, 25.9 
5212762,P, H, 2005-10-12, 1,2, 66, 35
5212765,P, H, 2005-10-07, 1,8,,
5212765,P, H, 2005-10-07, 1,9,,
5212765,P, H, 2005-10-07, 1,10,,
5212765,P, H, 2005-10-07, 1,3, 113, 30.4
5212765,P, H, 2005-10-07, 1,4, 155, 34
5212765,P, H, 2005-10-07, 1,5, 200, 30.9
5212765,P, H, 2005-10-07, 1,6, 242, 31.8
5212765,P, H, 2005-10-07, 1,7, 281, 27.2 
5212765,P, H, 2005-10-07, 1,1, 29, 25.9
5212765,P, H, 2005-10-07, 1,2, 71, 28.1
5212768,P, H, 2005-12-13, 1,8,,
5212768,P, H, 2005-12-13, 1,9,,
5212768,P, H, 2005-12-13, 1,10,,
5212768,P, H, 2005-12-13, 1,3, 133, 43.1
5212768,P, H, 2005-12-13, 1,4, 175, 35.4
5212768,P, H, 2005-12-13, 1,5, 214, 35
5212768,P, H, 2005-12-13, 1,6, 256, 20
5212768,P, H, 2005-12-13, 1,7, 298, 28.6 
5212768,P, H, 2005-12-13, 1,1, 46, 39
5212768,P, H, 2005-12-13, 1,2, 88, 42.7
5212771,P, H, 2005-08-18, 1,8,,
5212771,P, H, 2005-08-18, 1,9,,
5212771,P, H, 2005-08-18, 1,10,,
5212771,P, H, 2005-08-18, 1,3, 121, 30.4
5212771,P, H, 2005-08-18, 1,4, 163, 34
5212771,P, H, 2005-08-18, 1,5, 205, 31.3
5212771,P, H, 2005-08-18, 1,6, 250, 31.8
5212771,P, H, 2005-08-18, 1,7, 292, 27.2 
5212771,P, H, 2005-08-18, 1,1, 37, 35
5212771,P, H, 2005-08-18, 1,2, 79, 30.9
5212777,P, H, 2005-09-30, 1,8,,
5212777,P, H, 2005-09-30, 1,9,,
5212777,P, H, 2005-09-30, 1,10,,
5212777,P, H, 2005-09-30, 1,3, 120, 39
5212777,P, H, 2005-09-30, 1,4, 162, 46.3
5212777,P, H, 2005-09-30, 1,5, 207, 46.8
5212777,P, H, 2005-09-30, 1,6, 249, 43.1
5212777,P, H, 2005-09-30, 1,7, 288, 42.7 
5212777,P, H, 2005-09-30, 1,1, 36, 30.9
5212777,P, H, 2005-09-30, 1,2, 78, 40.9
5212785,P, H, 2005-11-13, 1,8,,
5212785,P, H, 2005-11-13, 1,9,,
5212785,P, H, 2005-11-13, 1,10,,
5212785,P, H, 2005-11-13, 1,3, 118, 45.4
5212785,P, H, 2005-11-13, 1,4, 163, 51.8
5212785,P, H, 2005-11-13, 1,5, 205, 46.8
5212785,P, H, 2005-11-13, 1,6, 244, 44
5212785,P, H, 2005-11-13, 1,7, 286, 44.9 
5212785,P, H, 2005-11-13, 1,1, 34, 24.5
5212785,P, H, 2005-11-13, 1,2, 76, 36.8
5212791,P, H, 2005-11-25, 1,8,,
5212791,P, H, 2005-11-25, 1,9,,
5212791,P, H, 2005-11-25, 1,10,,
5212791,P, H, 2005-11-25, 1,3, 106, 31.3
5212791,P, H, 2005-11-25, 1,4, 151, 39.5
5212791,P, H, 2005-11-25, 1,5, 193, 33.1
5212791,P, H, 2005-11-25, 1,1, 22, 29.5
5212791,P, H, 2005-11-25, 1,6, 232, 18.2
5212791,P, H, 2005-11-25, 1,7, 274, 27.7 
5212791,P, H, 2005-11-25, 1,2, 64, 33.1
5212794,P, H, 2005-11-27, 1,8,,
5212794,P, H, 2005-11-27, 1,9,,
5212794,P, H, 2005-11-27, 1,10,,
5212794,P, H, 2005-11-27, 1,3, 104, 37.7
5212794,P, H, 2005-11-27, 1,4, 149, 44.5
5212794,P, H, 2005-11-27, 1,5, 191, 45.4
5212794,P, H, 2005-11-27, 1,1, 20, 34
5212794,P, H, 2005-11-27, 1,6, 230, 42.7
5212794,P, H, 2005-11-27, 1,7, 272, 26.3 
5212794,P, H, 2005-11-27, 1,2, 62, 35.4
5212798,P, H, 2005-10-05, 1,8,,
5212798,P, H, 2005-10-05, 1,9,,
5212798,P, H, 2005-10-05, 1,10,,
5212798,P, H, 2005-10-05, 1,3, 115, 29.5
5212798,P, H, 2005-10-05, 1,4, 157, 37.7
5212798,P, H, 2005-10-05, 1,5, 202, 36.8
5212798,P, H, 2005-10-05, 1,6, 244, 25
5212798,P, H, 2005-10-05, 1,7, 283, 20.9 
5212798,P, H, 2005-10-05, 1,1, 31, 27.2
5212798,P, H, 2005-10-05, 1,2, 73, 5.9
5212804,P, H, 2005-11-19, 1,8,,
5212804,P, H, 2005-11-19, 1,9,,
5212804,P, H, 2005-11-19, 1,10,,
5212804,P, H, 2005-11-19, 1,3, 112, 45.4
5212804,P, H, 2005-11-19, 1,4, 157, 55.4
5212804,P, H, 2005-11-19, 1,5, 199, 46.8
5212804,P, H, 2005-11-19, 1,6, 238, 47.7
5212804,P, H, 2005-11-19, 1,1, 28, 38.6
5212804,P, H, 2005-11-19, 1,7, 280, 44.9 
5212804,P, H, 2005-11-19, 1,2, 70, 46.3
5212813,P, H, 2005-11-24, 1,8,,
5212813,P, H, 2005-11-24, 1,9,,
5212813,P, H, 2005-11-24, 1,10,,
5212813,P, H, 2005-11-24, 1,3, 107, 37.7
5212813,P, H, 2005-11-24, 1,4, 152, 40.4
5212813,P, H, 2005-11-24, 1,5, 194, 40.9
5212813,P, H, 2005-11-24, 1,1, 23, 36.3
5212813,P, H, 2005-11-24, 1,6, 233, 41.3
5212813,P, H, 2005-11-24, 1,7, 275, 39.5 
5212813,P, H, 2005-11-24, 1,2, 65, 31.8
5212816,P, H, 2005-10-01, 1,8,,
5212816,P, H, 2005-10-01, 1,9,,
5212816,P, H, 2005-10-01, 1,10,,
5212816,P, H, 2005-10-01, 1,3, 119, 40.4
5212816,P, H, 2005-10-01, 1,4, 161, 42.7
5212816,P, H, 2005-10-01, 1,5, 206, 39.5
5212816,P, H, 2005-10-01, 1,6, 248, 38.6
5212816,P, H, 2005-10-01, 1,7, 287, 25.9 
5212816,P, H, 2005-10-01, 1,1, 35, 30.9
5212816,P, H, 2005-10-01, 1,2, 77, 34
5212819,P, H, 2005-12-08, 1,9,,
5212819,P, H, 2005-12-08, 1,10,,
5212819,P, H, 2005-12-08, 1,4, 138, 41.8
5212819,P, H, 2005-12-08, 1,5, 180, 38.6
5212819,P, H, 2005-12-08, 1,6, 219, 35
5212819,P, H, 2005-12-08, 1,7, 261, 30.4
5212819,P, H, 2005-12-08, 1,8, 303, 25.9 
5212819,P, H, 2005-12-08, 1,2, 51, 34
5212819,P, H, 2005-12-08, 1,1, 9, 35
5212819,P, H, 2005-12-08, 1,3, 93, 41.3
5212831,P, H, 2005-12-31, 1,8,,
5212831,P, H, 2005-12-31, 1,9,,
5212831,P, H, 2005-12-31, 1,10,,
5212831,P, H, 2005-12-31, 1,3, 115, 39.5
5212831,P, H, 2005-12-31, 1,4, 157, 33.1
5212831,P, H, 2005-12-31, 1,5, 196, 32.2
5212831,P, H, 2005-12-31, 1,6, 238, 34.5
5212831,P, H, 2005-12-31, 1,1, 28, 29.5
5212831,P, H, 2005-12-31, 1,7, 280, 30.4 
5212831,P, H, 2005-12-31, 1,2, 70, 32.7
5212842,P, H, 2005-12-18, 1,8,,
5212842,P, H, 2005-12-18, 1,9,,
5212842,P, H, 2005-12-18, 1,10,,
5212842,P, H, 2005-12-18, 1,3, 128, 40.4
5212842,P, H, 2005-12-18, 1,4, 170, 38.6
5212842,P, H, 2005-12-18, 1,5, 209, 41.3
5212842,P, H, 2005-12-18, 1,6, 251, 33.1
5212842,P, H, 2005-12-18, 1,7, 293, 38.6 
5212842,P, H, 2005-12-18, 1,1, 41, 34
5212842,P, H, 2005-12-18, 1,2, 83, 41.3
5212844,P, H, 2005-11-24, 1,8,,
5212844,P, H, 2005-11-24, 1,9,,
5212844,P, H, 2005-11-24, 1,10,,
5212844,P, H, 2005-11-24, 1,3, 107, 30
5212844,P, H, 2005-11-24, 1,4, 152, 34.5
5212844,P, H, 2005-11-24, 1,5, 194, 33.1
5212844,P, H, 2005-11-24, 1,1, 23, 23.6
5212844,P, H, 2005-11-24, 1,6, 233, 35
5212844,P, H, 2005-11-24, 1,7, 275, 26.3 
5212844,P, H, 2005-11-24, 1,2, 65, 26.8
5212866,P, H, 2005-11-30, 1,8,,
5212866,P, H, 2005-11-30, 1,9,,
5212866,P, H, 2005-11-30, 1,10,,
5212866,P, H, 2005-11-30, 1,3, 101, 29.1
5212866,P, H, 2005-11-30, 1,4, 146, 8.6
5212866,P, H, 2005-11-30, 1,1, 17, 23.6
5212866,P, H, 2005-11-30, 1,5, 188, 20.4
5212866,P, H, 2005-11-30, 1,6, 227, 20.9
5212866,P, H, 2005-11-30, 1,7, 269, 17.3 
5212866,P, H, 2005-11-30, 1,2, 59, 25.9
2141719,Q, H, 2007-08-30, 1,10,,
2141719,Q, H, 2007-08-30, 1,4, 111, 37.2
2141719,Q, H, 2007-08-30, 1,5, 153, 33.1
2141719,Q, H, 2007-08-30, 1,6, 182, 35.9
2141719,Q, H, 2007-08-30, 1,7, 210, 35.4
2141719,Q, H, 2007-08-30, 1,8, 244, 40.4
2141719,Q, H, 2007-08-30, 1,1, 27, 26.3
2141719,Q, H, 2007-08-30, 1,9, 272, 38.1 
2141719,Q, H, 2007-08-30, 1,2, 62, 34.5
2141719,Q, H, 2007-08-30, 1,3, 90, 35
2143840,Q, H, 2007-08-31, 1,10,,
2143840,Q, H, 2007-08-31, 1,4, 110, 42.2
2143840,Q, H, 2007-08-31, 1,5, 152, 39.5
2143840,Q, H, 2007-08-31, 1,6, 181, 36.8
2143840,Q, H, 2007-08-31, 1,7, 209, 40
2143840,Q, H, 2007-08-31, 1,8, 243, 41.8
2143840,Q, H, 2007-08-31, 1,1, 26, 27.7
2143840,Q, H, 2007-08-31, 1,9, 271, 30.4 
2143840,Q, H, 2007-08-31, 1,2, 61, 35.4
2143840,Q, H, 2007-08-31, 1,3, 89, 38.6
2143866,Q, H, 2007-09-02, 1,10,,
2143866,Q, H, 2007-09-02, 1,4, 108, 30.9
2143866,Q, H, 2007-09-02, 1,5, 150, 34
2143866,Q, H, 2007-09-02, 1,6, 179, 32.2
2143866,Q, H, 2007-09-02, 1,7, 207, 35.4
2143866,Q, H, 2007-09-02, 1,1, 24, 20.4
2143866,Q, H, 2007-09-02, 1,8, 241, 36.8
2143866,Q, H, 2007-09-02, 1,9, 269, 32.7 
2143866,Q, H, 2007-09-02, 1,2, 59, 25.4
2143866,Q, H, 2007-09-02, 1,3, 87, 29.5
2143868,Q, H, 2007-09-01, 1,10,,
2143868,Q, H, 2007-09-01, 1,4, 109, 32.2
2143868,Q, H, 2007-09-01, 1,5, 151, 33.1
2143868,Q, H, 2007-09-01, 1,6, 180, 30.9
2143868,Q, H, 2007-09-01, 1,7, 208, 32.2
2143868,Q, H, 2007-09-01, 1,8, 242, 32.2
2143868,Q, H, 2007-09-01, 1,1, 25, 24.1
2143868,Q, H, 2007-09-01, 1,9, 270, 27.2 
2143868,Q, H, 2007-09-01, 1,2, 60, 25.9
2143868,Q, H, 2007-09-01, 1,3, 88, 28.6
2143869,Q, H, 2007-08-27, 1,10,,
2143869,Q, H, 2007-08-27, 1,4, 114, 41.3
2143869,Q, H, 2007-08-27, 1,5, 156, 39.5
2143869,Q, H, 2007-08-27, 1,6, 185, 40
2143869,Q, H, 2007-08-27, 1,7, 213, 39.5
2143869,Q, H, 2007-08-27, 1,8, 247, 43.1
2143869,Q, H, 2007-08-27, 1,9, 275, 41.8 
2143869,Q, H, 2007-08-27, 1,1, 30, 29.5
2143869,Q, H, 2007-08-27, 1,2, 65, 34.5
2143869,Q, H, 2007-08-27, 1,3, 93, 38.6
2143874,Q, H, 2007-09-01, 1,10,,
2143874,Q, H, 2007-09-01, 1,4, 109, 39.5
2143874,Q, H, 2007-09-01, 1,5, 151, 40
2143874,Q, H, 2007-09-01, 1,6, 180, 40.9
2143874,Q, H, 2007-09-01, 1,7, 208, 36.8
2143874,Q, H, 2007-09-01, 1,8, 242, 40
2143874,Q, H, 2007-09-01, 1,1, 25, 27.7
2143874,Q, H, 2007-09-01, 1,9, 270, 40 
2143874,Q, H, 2007-09-01, 1,2, 60, 34
2143874,Q, H, 2007-09-01, 1,3, 88, 37.7
2143884,Q, H, 2007-08-28, 1,10,,
2143884,Q, H, 2007-08-28, 1,4, 113, 41.3
2143884,Q, H, 2007-08-28, 1,5, 155, 42.2
2143884,Q, H, 2007-08-28, 1,6, 184, 41.3
2143884,Q, H, 2007-08-28, 1,7, 212, 46.8
2143884,Q, H, 2007-08-28, 1,8, 246, 41.3
2143884,Q, H, 2007-08-28, 1,9, 274, 41.8 
2143884,Q, H, 2007-08-28, 1,1, 29, 31.8
2143884,Q, H, 2007-08-28, 1,2, 64, 33.6
2143884,Q, H, 2007-08-28, 1,3, 92, 37.7
2143886,Q, H, 2007-08-29, 1,10,,
2143886,Q, H, 2007-08-29, 1,4, 112, 37.7
2143886,Q, H, 2007-08-29, 1,5, 154, 41.3
2143886,Q, H, 2007-08-29, 1,6, 183, 40.9
2143886,Q, H, 2007-08-29, 1,7, 211, 33.1
2143886,Q, H, 2007-08-29, 1,8, 245, 40
2143886,Q, H, 2007-08-29, 1,9, 273, 26.8 
2143886,Q, H, 2007-08-29, 1,1, 28, 16.8
2143886,Q, H, 2007-08-29, 1,2, 63, 29.1
2143886,Q, H, 2007-08-29, 1,3, 91, 34
2143890,Q, H, 2007-08-25, 1,10,,
2143890,Q, H, 2007-08-25, 1,4, 116, 38.1
2143890,Q, H, 2007-08-25, 1,5, 158, 34.5
2143890,Q, H, 2007-08-25, 1,6, 187, 31.3
2143890,Q, H, 2007-08-25, 1,7, 215, 26.8
2143890,Q, H, 2007-08-25, 1,8, 249, 30.4
2143890,Q, H, 2007-08-25, 1,9, 277, 27.7 
2143890,Q, H, 2007-08-25, 1,1, 32, 27.7
2143890,Q, H, 2007-08-25, 1,2, 67, 28.1
2143890,Q, H, 2007-08-25, 1,3, 95, 35.4
2143933,Q, H, 2007-09-04, 1,10,,
2143933,Q, H, 2007-09-04, 1,4, 106, 39.5
2143933,Q, H, 2007-09-04, 1,5, 148, 38.6
2143933,Q, H, 2007-09-04, 1,6, 177, 39.5
2143933,Q, H, 2007-09-04, 1,7, 205, 41.3
2143933,Q, H, 2007-09-04, 1,1, 22, 25.4
2143933,Q, H, 2007-09-04, 1,8, 239, 41.3
2143933,Q, H, 2007-09-04, 1,9, 267, 31.8 
2143933,Q, H, 2007-09-04, 1,2, 57, 32.7
2143933,Q, H, 2007-09-04, 1,3, 85, 37.7
2143973,Q, H, 2007-08-27, 1,10,,
2143973,Q, H, 2007-08-27, 1,4, 114, 32.2
2143973,Q, H, 2007-08-27, 1,5, 156, 31.8
